"","year","lowerlemma","count"
"5512",2009,"manifestation",1
"5513",2009,"manipulating",1
"5514",2009,"mappe",1
"5515",2009,"markedly",1
"5516",2009,"marks",1
"5517",2009,"martin",1
"5518",2009,"massive",1
"5519",2009,"massoud",1
"5520",2009,"matchstick",1
"5521",2009,"materialistic",1
"5522",2009,"materiality",1
"5523",2009,"materials",1
"5524",2009,"mating",1
"5525",2009,"matters",1
"5526",2009,"maxima",1
"5527",2009,"maximizing",1
"5528",2009,"mcarthur",1
"5529",2009,"mcclelland",1
"5530",2009,"mccurry",1
"5531",2009,"mcglone",1
"5532",2009,"mcrae",1
"5533",2009,"mdlchunker",1
"5534",2009,"meaningfulness",1
"5535",2009,"meant",1
"5536",2009,"measurable",1
"5537",2009,"medin",1
"5538",2009,"mediocre",1
"5539",2009,"megreya",1
"5540",2009,"meier",1
"5541",2009,"meilinger",1
"5542",2009,"mellenbergh",1
"5543",2009,"memories",1
"5544",2009,"memorisability",1
"5545",2009,"memorization",1
"5546",2009,"mentione",1
"5547",2009,"menu",1
"5548",2009,"merge",1
"5549",2009,"mesolimbic",1
"5550",2009,"messag",1
"5551",2009,"metabolic",1
"5552",2009,"metcalfe",1
"5553",2009,"metrix",1
"5554",2009,"metropolitan",1
"5555",2009,"metry",1
"5556",2009,"metzler",1
"5557",2009,"mewhort",1
"5558",2009,"meyer",1
"5559",2009,"mg",1
"5560",2009,"micro",1
"5561",2009,"microcosm",1
"5562",2009,"midazolam",1
"5563",2009,"mild",1
"5564",2009,"military",1
"5565",2009,"milk",1
"5566",2009,"millennium",1
"5567",2009,"milliseconds",1
"5568",2009,"mimic",1
"5569",2009,"mimick",1
"5570",2009,"min",1
"5571",2009,"mindreading",1
"5572",2009,"mini",1
"5573",2009,"minimization",1
"5574",2009,"minimizing",1
"5575",2009,"mint",1
"5576",2009,"misalign",1
"5577",2009,"misanalyze",1
"5578",2009,"miscommunication",1
"5579",2009,"misguide",1
"5580",2009,"misinterpret",1
"5581",2009,"mislead",1
"5582",2009,"misleading",1
"5583",2009,"mismatching",1
"5584",2009,"miss",1
"5585",2009,"missing",1
"5586",2009,"mistakenly",1
"5587",2009,"misunderstanding",1
"5588",2009,"misunderstood",1
"5589",2009,"mitsuishi",1
"5590",2009,"mixed",1
"5591",2009,"mixing",1
"5592",2009,"mni",1
"5593",2009,"mobile",1
"5594",2009,"mobilize",1
"5595",2009,"modally",1
"5596",2009,"moderat",1
"5597",2009,"moderating",1
"5598",2009,"modest",1
"5599",2009,"modification",1
"5600",2009,"modulat",1
"5601",2009,"modulating",1
"5602",2009,"molecule",1
"5603",2009,"monocular",1
"5604",2009,"monologue",1
"5605",2009,"monosyllabic",1
"5606",2009,"monosyllable",1
"5607",2009,"monozygotic",1
"5608",2009,"monte",1
"5609",2009,"montgomery",1
"5610",2009,"monty",1
"5611",2009,"mora",1
"5612",2009,"morality",1
"5613",2009,"moroccan",1
"5614",2009,"morris",1
"5615",2009,"mosque",1
"5616",2009,"motifs",1
"5617",2009,"motivational",1
"5618",2009,"motoric",1
"5619",2009,"mounting",1
"5620",2009,"mouth",1
"5621",2009,"movie",1
"5622",2009,"mri",1
"5623",2009,"msec",1
"5624",2009,"mulatta",1
"5625",2009,"mullet",1
"5626",2009,"multi",1
"5627",2009,"multicellular",1
"5628",2009,"multilevel",1
"5629",2009,"multinational",1
"5630",2009,"multinomial",1
"5631",2009,"multiplication",1
"5632",2009,"multiply",1
"5633",2009,"multitude",1
"5634",2009,"murderer",1
"5635",2009,"murphy",1
"5636",2009,"muscle",1
"5637",2009,"musicog",1
"5638",2009,"musicology",1
"5639",2009,"muslim",1
"5640",2009,"muslims",1
"5641",2009,"mussweiler",1
"5642",2009,"mutability",1
"5643",2009,"mutation",1
"5644",2009,"mutual",1
"5645",2009,"mystery",1
"5646",2009,"myth",1
"5647",2009,"mz",1
"5648",2009,"namibian",1
"5649",2009,"nancy",1
"5650",2009,"narrow",1
"5651",2009,"nathan",1
"5652",2009,"nation",1
"5653",2009,"nativist",1
"5654",2009,"navigate",1
"5655",2009,"navigating",1
"5656",2009,"nearest",1
"5657",2009,"neath",1
"5658",2009,"necessitate",1
"5659",2009,"necessitates",1
"5660",2009,"necessity",1
"5661",2009,"negate",1
"5662",2009,"neighboring",1
"5663",2009,"neocortex",1
"5664",2009,"nested",1
"5665",2009,"netherlands",1
"5666",2009,"neuro",1
"5667",2009,"neuroanatomical",1
"5668",2009,"neuroanatomy",1
"5669",2009,"neurologically",1
"5670",2009,"neurology",1
"5671",2009,"neuromodulation",1
"5672",2009,"neuroplasticity",1
"5673",2009,"neurosurgical",1
"5674",2009,"neurual",1
"5675",2009,"neutralize",1
"5676",2009,"neutrally",1
"5677",2009,"newell",1
"5678",2009,"newly",1
"5679",2009,"newport",1
"5680",2009,"news",1
"5681",2009,"newtonian",1
"5682",2009,"ney",1
"5683",2009,"ngram",1
"5684",2009,"nib",1
"5685",2009,"niebur",1
"5686",2009,"niedenthal",1
"5687",2009,"niessen",1
"5688",2009,"nigam",1
"5689",2009,"ninety",1
"5690",2009,"nirs",1
"5691",2009,"nisbett",1
"5692",2009,"nl",1
"5693",2009,"nlp",1
"5694",2009,"nmsu",1
"5695",2009,"nocturnal",1
"5696",2009,"noda",1
"5697",2009,"nogo",1
"5698",2009,"nonalphabetic",1
"5699",2009,"noncompensatory",1
"5700",2009,"nonhuman",1
"5701",2009,"nonisomorphic",1
"5702",2009,"nonlinguistic",1
"5703",2009,"nonmonotonic",1
"5704",2009,"nonmontonic",1
"5705",2009,"nonreversal",1
"5706",2009,"nonshared",1
"5707",2009,"nonsignificant",1
"5708",2009,"nor",1
"5709",2009,"normatively",1
"5710",2009,"northeastern",1
"5711",2009,"northward",1
"5712",2009,"notation",1
"5713",2009,"noticeable",1
"5714",2009,"noticeably",1
"5715",2009,"nouns",1
"5716",2009,"novick",1
"5717",2009,"nucleus",1
"5718",2009,"nuisance",1
"5719",2009,"numeracy",1
"5720",2009,"numeral",1
"5721",2009,"numerically",1
"5722",2009,"nunes",1
"5723",2009,"nurture",1
"5724",2009,"o",1
"5725",2009,"oaksford",1
"5726",2009,"oberg",1
"5727",2009,"objections",1
"5728",2009,"objectivity",1
"5729",2009,"obligation",1
"5730",2009,"oblique",1
"5731",2009,"occasion",1
"5732",2009,"occurrence",1
"5733",2009,"office",1
"5734",2009,"offline",1
"5735",2009,"ogden",1
"5736",2009,"olfactometer",1
"5737",2009,"olfactory",1
"5738",2009,"oliva",1
"5739",2009,"omight",1
"5740",2009,"omit",1
"5741",2009,"ommissure",1
"5742",2009,"ongoe",1
"5743",2009,"onnis",1
"5744",2009,"ontogenetic",1
"5745",2009,"ontogenetically",1
"5746",2009,"ontogeny",1
"5747",2009,"ontological",1
"5748",2009,"opening",1
"5749",2009,"opponent",1
"5750",2009,"opposition",1
"5751",2009,"optical",1
"5752",2009,"optimality",1
"5753",2009,"optional",1
"5754",2009,"orchestra",1
"5755",2009,"organisation",1
"5756",2009,"organized",1
"5757",2009,"organizing",1
"5758",2009,"originality",1
"5759",2009,"ormerod",1
"5760",2009,"orthographically",1
"5761",2009,"oscar",1
"5762",2009,"oscillating",1
"5763",2009,"osgood",1
"5764",2009,"osternig",1
"5765",2009,"outer",1
"5766",2009,"outset",1
"5767",2009,"outside",1
"5768",2009,"overalternating",1
"5769",2009,"overcomes",1
"5770",2009,"overconfidence",1
"5771",2009,"overdetermination",1
"5772",2009,"overestimation",1
"5773",2009,"overlapping",1
"5774",2009,"overlay",1
"5775",2009,"overlearned",1
"5776",2009,"overload",1
"5777",2009,"overrid",1
"5778",2009,"overridden",1
"5779",2009,"override",1
"5780",2009,"overrule",1
"5781",2009,"overselectivity",1
"5782",2009,"overwhelming",1
"5783",2009,"overwhelmingly",1
"5784",2009,"owe",1
"5785",2009,"oxford",1
"5786",2009,"oxy",1
"5787",2009,"oxygenation",1
"5788",2009,"pain",1
"5789",2009,"paint",1
"5790",2009,"paired",1
"5791",2009,"pairwise",1
"5792",2009,"pak",1
"5793",2009,"palestinian",1
"5794",2009,"palmer",1
"5795",2009,"palsy",1
"5796",2009,"paracingulate",1
"5797",2009,"parade",1
"5798",2009,"paradox",1
"5799",2009,"paradoxical",1
"5800",2009,"parallelism",1
"5801",2009,"paralysing",1
"5802",2009,"paralysis",1
"5803",2009,"paralyzing",1
"5804",2009,"parametrically",1
"5805",2009,"paramount",1
"5806",2009,"paranoid",1
"5807",2009,"paraphrase",1
"5808",2009,"parcel",1
"5809",2009,"parco",1
"5810",2009,"parentheses",1
"5811",2009,"pareto",1
"5812",2009,"parieto",1
"5813",2009,"paris",1
"5814",2009,"park",1
"5815",2009,"parson",1
"5816",2009,"partiall",1
"5817",2009,"partitioning",1
"5818",2009,"partonymic",1
"5819",2009,"passage",1
"5820",2009,"passively",1
"5821",2009,"patchwork",1
"5822",2009,"pater",1
"5823",2009,"patriotism",1
"5824",2009,"patter",1
"5825",2009,"patterning",1
"5826",2009,"pave",1
"5827",2009,"payment",1
"5828",2009,"pc",1
"5829",2009,"pcfg",1
"5830",2009,"peace",1
"5831",2009,"pearl",1
"5832",2009,"pearlmutter",1
"5833",2009,"pearson",1
"5834",2009,"peculiar",1
"5835",2009,"pedagogy",1
"5836",2009,"pedal",1
"5837",2009,"peform",1
"5838",2009,"penalty",1
"5839",2009,"pence",1
"5840",2009,"percent",1
"5841",2009,"perceptions",1
"5842",2009,"perceptually",1
"5843",2009,"perceptuomotor",1
"5844",2009,"perfom",1
"5845",2009,"performer",1
"5846",2009,"performing",1
"5847",2009,"perimeter",1
"5848",2009,"perishing",1
"5849",2009,"permanent",1
"5850",2009,"permeable",1
"5851",2009,"permute",1
"5852",2009,"perplexity",1
"5853",2009,"persian",1
"5854",2009,"persistence",1
"5855",2009,"persona",1
"5856",2009,"personally",1
"5857",2009,"persuasive",1
"5858",2009,"perturbation",1
"5859",2009,"pervasiveness",1
"5860",2009,"peter",1
"5861",2009,"phantom",1
"5862",2009,"philiastides",1
"5863",2009,"philippines",1
"5864",2009,"phone",1
"5865",2009,"phonologically",1
"5866",2009,"photorealistic",1
"5867",2009,"phrasal",1
"5868",2009,"phylogenetic",1
"5869",2009,"phylogenetically",1
"5870",2009,"pianist",1
"5871",2009,"piano",1
"5872",2009,"pickering",1
"5873",2009,"pictionary",1
"5874",2009,"pictogram",1
"5875",2009,"pictorial",1
"5876",2009,"pictured",1
"5877",2009,"pieschl",1
"5878",2009,"pigeon",1
"5879",2009,"pight",1
"5880",2009,"pike",1
"5881",2009,"pilot",1
"5882",2009,"pineau",1
"5883",2009,"pink",1
"5884",2009,"pirme",1
"5885",2009,"pitt",1
"5886",2009,"pitting",1
"5887",2009,"pl",1
"5888",2009,"plaintiff",1
"5889",2009,"planar",1
"5890",2009,"planet",1
"5891",2009,"planetary",1
"5892",2009,"plant",1
"5893",2009,"plasticity",1
"5894",2009,"playful",1
"5895",2009,"plunkett",1
"5896",2009,"pointer",1
"5897",2009,"polemic",1
"5898",2009,"poletiek",1
"5899",2009,"politeness",1
"5900",2009,"political",1
"5901",2009,"politics",1
"5902",2009,"polymorphemic",1
"5903",2009,"polysemy",1
"5904",2009,"pooled",1
"5905",2009,"poorer",1
"5906",2009,"poorest",1
"5907",2009,"portal",1
"5908",2009,"portrayal",1
"5909",2009,"possesse",1
"5910",2009,"possession",1
"5911",2009,"postnominal",1
"5912",2009,"posttest",1
"5913",2009,"postulat",1
"5914",2009,"poverty",1
"5915",2009,"ppm",1
"5916",2009,"pragmatically",1
"5917",2009,"pre",1
"5918",2009,"precipitate",1
"5919",2009,"preclude",1
"5920",2009,"precondition",1
"5921",2009,"precursor",1
"5922",2009,"predicament",1
"5923",2009,"predictability",1
"5924",2009,"predictively",1
"5925",2009,"predominant",1
"5926",2009,"predominantly",1
"5927",2009,"prefigurative",1
"5928",2009,"prefix",1
"5929",2009,"preform",1
"5930",2009,"premeditate",1
"5931",2009,"prenominal",1
"5932",2009,"preposition",1
"5933",2009,"prescribe",1
"5934",2009,"presidential",1
"5935",2009,"pressing",1
"5936",2009,"presum",1
"5937",2009,"presumbly",1
"5938",2009,"presumption",1
"5939",2009,"presupposition",1
"5940",2009,"pretest",1
"5941",2009,"prevail",1
"5942",2009,"price",1
"5943",2009,"primacy",1
"5944",2009,"primed",1
"5945",2009,"primitive",1
"5946",2009,"primng",1
"5947",2009,"principally",1
"5948",2009,"priori",1
"5949",2009,"priority",1
"5950",2009,"priors",1
"5951",2009,"private",1
"5952",2009,"probed",1
"5953",2009,"proc",1
"5954",2009,"proceed",1
"5955",2009,"processings",1
"5956",2009,"proclaim",1
"5957",2009,"professional",1
"5958",2009,"proffitt",1
"5959",2009,"proficient",1
"5960",2009,"progression",1
"5961",2009,"prohibition",1
"5962",2009,"projecting",1
"5963",2009,"prominent",1
"5964",2009,"promotion",1
"5965",2009,"pronounced",1
"5966",2009,"proof",1
"5967",2009,"proofreading",1
"5968",2009,"propagation",1
"5969",2009,"proper",1
"5970",2009,"properly",1
"5971",2009,"proponent",1
"5972",2009,"prosocial",1
"5973",2009,"prosodic",1
"5974",2009,"prosperity",1
"5975",2009,"prototypical",1
"5976",2009,"protract",1
"5977",2009,"protrusion",1
"5978",2009,"proud",1
"5979",2009,"proverb",1
"5980",2009,"provoke",1
"5981",2009,"proxy",1
"5982",2009,"prp",1
"5983",2009,"psychiatric",1
"5984",2009,"psychiatry",1
"5985",2009,"psychologist",1
"5986",2009,"psycholonguistic",1
"5987",2009,"psychomotor",1
"5988",2009,"psychophysiological",1
"5989",2009,"psychotic",1
"5990",2009,"publish",1
"5991",2009,"pudd",1
"5992",2009,"pull",1
"5993",2009,"pulse",1
"5994",2009,"pulvermuller",1
"5995",2009,"purposeful",1
"5996",2009,"pursue",1
"5997",2009,"pursuing",1
"5998",2009,"pursuit",1
"5999",2009,"puzzl",1
"6000",2009,"pylyshyn",1
"6001",2009,"python",1
"6002",2009,"qin",1
"6003",2009,"quantification",1
"6004",2009,"quantitatively",1
"6005",2009,"quest",1
"6006",2009,"quotient",1
"6007",2009,"race",1
"6008",2009,"races",1
"6009",2009,"racing",1
"6010",2009,"radar",1
"6011",2009,"radio",1
"6012",2009,"rain",1
"6013",2009,"ramification",1
"6014",2009,"randomize",1
"6015",2009,"randomized",1
"6016",2009,"raney",1
"6017",2009,"rank",1
"6018",2009,"rantanen",1
"6019",2009,"rapresent",1
"6020",2009,"rapson",1
"6021",2009,"ratcliffe",1
"6022",2009,"rationalization",1
"6023",2009,"rationally",1
"6024",2009,"ratwani",1
"6025",2009,"raw",1
"6026",2009,"raymond",1
"6027",2009,"reactant",1
"6028",2009,"readable",1
"6029",2009,"realistically",1
"6030",2009,"realize",1
"6031",2009,"reasonably",1
"6032",2009,"recal",1
"6033",2009,"recapitulate",1
"6034",2009,"recast",1
"6035",2009,"recency",1
"6036",2009,"receptive",1
"6037",2009,"recipient",1
"6038",2009,"reciprocity",1
"6039",2009,"recognisable",1
"6040",2009,"recognise",1
"6041",2009,"recommend",1
"6042",2009,"recommender",1
"6043",2009,"reconciliation",1
"6044",2009,"reconfigure",1
"6045",2009,"reconsider",1
"6046",2009,"recorde",1
"6047",2009,"recourse",1
"6048",2009,"recover",1
"6049",2009,"recovere",1
"6050",2009,"recruite",1
"6051",2009,"recruitment",1
"6052",2009,"recursively",1
"6053",2009,"redescription",1
"6054",2009,"redistribute",1
"6055",2009,"redundancy",1
"6056",2009,"redundantly",1
"6057",2009,"reevaluat",1
"6058",2009,"referentiality",1
"6059",2009,"refin",1
"6060",2009,"reflecte",1
"6061",2009,"reflexive",1
"6062",2009,"reform",1
"6063",2009,"reformalization",1
"6064",2009,"refractory",1
"6065",2009,"regards",1
"6066",2009,"regier",1
"6067",2009,"regime",1
"6068",2009,"regimen",1
"6069",2009,"regressor",1
"6070",2009,"reguage",1
"6071",2009,"reinstatement",1
"6072",2009,"reject",1
"6073",2009,"rejected",1
"6074",2009,"rejection",1
"6075",2009,"relationally",1
"6076",2009,"relativise",1
"6077",2009,"relativism",1
"6078",2009,"release",1
"6079",2009,"reliant",1
"6080",2009,"reluctant",1
"6081",2009,"remediat",1
"6082",2009,"remedy",1
"6083",2009,"remite",1
"6084",2009,"render",1
"6085",2009,"renowned",1
"6086",2009,"reordering",1
"6087",2009,"reorientation",1
"6088",2009,"reorienting",1
"6089",2009,"repair",1
"6090",2009,"repeatedly",1
"6091",2009,"represenation",1
"6092",2009,"representationalism",1
"6093",2009,"repsonse",1
"6094",2009,"reside",1
"6095",2009,"residual",1
"6096",2009,"resist",1
"6097",2009,"resistance",1
"6098",2009,"resourceful",1
"6099",2009,"responding",1
"6100",2009,"responsibility",1
"6101",2009,"restaurant",1
"6102",2009,"resultant",1
"6103",2009,"resulting",1
"6104",2009,"results",1
"6105",2009,"resumption",1
"6106",2009,"retrieving",1
"6107",2009,"return",1
"6108",2009,"revalidation",1
"6109",2009,"revealing",1
"6110",2009,"revoke",1
"6111",2009,"rey",1
"6112",2009,"rhesus",1
"6113",2009,"rhym",1
"6114",2009,"richardson",1
"6115",2009,"richer",1
"6116",2009,"richland",1
"6117",2009,"rider",1
"6118",2009,"rigorously",1
"6119",2009,"rij",1
"6120",2009,"rijn",1
"6121",2009,"riskier",1
"6122",2009,"rissanen",1
"6123",2009,"ritter",1
"6124",2009,"river",1
"6125",2009,"rivet",1
"6126",2009,"roberson",1
"6127",2009,"robin",1
"6128",2009,"rock",1
"6129",2009,"rodriguez",1
"6130",2009,"roehrbein",1
"6131",2009,"roger",1
"6132",2009,"rogers",1
"6133",2009,"rohde",1
"6134",2009,"rojas",1
"6135",2009,"ross",1
"6136",2009,"rosseel",1
"6137",2009,"rosvold",1
"6138",2009,"rotational",1
"6139",2009,"rounds",1
"6140",2009,"routines",1
"6141",2009,"roy",1
"6142",2009,"rubenstein",1
"6143",2009,"ruiter",1
"6144",2009,"ruiz",1
"6145",2009,"rumain",1
"6146",2009,"rumor",1
"6147",2009,"saccadic",1
"6148",2009,"sacrifice",1
"6149",2009,"sacrificing",1
"6150",2009,"sajda",1
"6151",2009,"sake",1
"6152",2009,"salvucci",1
"6153",2009,"samaritan",1
"6154",2009,"santiago",1
"6155",2009,"santos",1
"6156",2009,"satisfied",1
"6157",2009,"saturate",1
"6158",2009,"saussurean",1
"6159",2009,"save",1
"6160",2009,"scalar",1
"6161",2009,"scales",1
"6162",2009,"scanner",1
"6163",2009,"scanpath",1
"6164",2009,"scenery",1
"6165",2009,"scent",1
"6166",2009,"schemata",1
"6167",2009,"schneider",1
"6168",2009,"schoenherr",1
"6169",2009,"scholar",1
"6170",2009,"schooling",1
"6171",2009,"schryver",1
"6172",2009,"schucker",1
"6173",2009,"schulz",1
"6174",2009,"schwarz",1
"6175",2009,"schyns",1
"6176",2009,"scream",1
"6177",2009,"searching",1
"6178",2009,"secular",1
"6179",2009,"secure",1
"6180",2009,"segmente",1
"6181",2009,"seldom",1
"6182",2009,"semesterlong",1
"6183",2009,"senile",1
"6184",2009,"senior",1
"6185",2009,"sensible",1
"6186",2009,"sensitively",1
"6187",2009,"sensitize",1
"6188",2009,"sentiment",1
"6189",2009,"separability",1
"6190",2009,"sequentially",1
"6191",2009,"serbian",1
"6192",2009,"serendipity",1
"6193",2009,"sergio",1
"6194",2009,"serious",1
"6195",2009,"seriously",1
"6196",2009,"settle",1
"6197",2009,"settlement",1
"6198",2009,"settling",1
"6199",2009,"setup",1
"6200",2009,"seventeen",1
"6201",2009,"seventh",1
"6202",2009,"severity",1
"6203",2009,"shafto",1
"6204",2009,"shan",1
"6205",2009,"shanahan",1
"6206",2009,"shank",1
"6207",2009,"shaped",1
"6208",2009,"shareable",1
"6209",2009,"sharply",1
"6210",2009,"sheehy",1
"6211",2009,"shematic",1
"6212",2009,"shifting",1
"6213",2009,"shihgu",1
"6214",2009,"shin",1
"6215",2009,"shooting",1
"6216",2009,"shortcut",1
"6217",2009,"shorten",1
"6218",2009,"shot",1
"6219",2009,"shoulders",1
"6220",2009,"shrill",1
"6221",2009,"shuffle",1
"6222",2009,"shultz",1
"6223",2009,"sight",1
"6224",2009,"signa",1
"6225",2009,"signature",1
"6226",2009,"signicantly",1
"6227",2009,"silent",1
"6228",2009,"sim",1
"6229",2009,"simmons",1
"6230",2009,"simplicity",1
"6231",2009,"simplistic",1
"6232",2009,"simulating",1
"6233",2009,"simulator",1
"6234",2009,"sinewave",1
"6235",2009,"singapore",1
"6236",2009,"singer",1
"6237",2009,"singular",1
"6238",2009,"sirigu",1
"6239",2009,"sixth",1
"6240",2009,"sixty",1
"6241",2009,"sizable",1
"6242",2009,"sketches",1
"6243",2009,"skopeliti",1
"6244",2009,"slavic",1
"6245",2009,"slide",1
"6246",2009,"slogan",1
"6247",2009,"sloman",1
"6248",2009,"slouch",1
"6249",2009,"slowing",1
"6250",2009,"smooth",1
"6251",2009,"smt",1
"6252",2009,"smyth",1
"6253",2009,"sobel",1
"6254",2009,"soc",1
"6255",2009,"sociolinguistic",1
"6256",2009,"soft",1
"6257",2009,"solidity",1
"6258",2009,"solvable",1
"6259",2009,"son",1
"6260",2009,"soon",1
"6261",2009,"sophisticate",1
"6262",2009,"sorts",1
"6263",2009,"sounding",1
"6264",2009,"south",1
"6265",2009,"southern",1
"6266",2009,"spada",1
"6267",2009,"sparingly",1
"6268",2009,"sparsity",1
"6269",2009,"specification",1
"6270",2009,"specified",1
"6271",2009,"spectroscopy",1
"6272",2009,"speculation",1
"6273",2009,"speechome",1
"6274",2009,"spelling",1
"6275",2009,"spenader",1
"6276",2009,"spencer",1
"6277",2009,"sperati",1
"6278",2009,"spirit",1
"6279",2009,"split",1
"6280",2009,"spoof",1
"6281",2009,"sport",1
"6282",2009,"spot",1
"6283",2009,"spq",1
"6284",2009,"spray",1
"6285",2009,"sprea",1
"6286",2009,"spurious",1
"6287",2009,"srt",1
"6288",2009,"staatsgalerie",1
"6289",2009,"stacke",1
"6290",2009,"stahl",1
"6291",2009,"standardize",1
"6292",2009,"stanovich",1
"6293",2009,"starting",1
"6294",2009,"statements",1
"6295",2009,"stationary",1
"6296",2009,"steeper",1
"6297",2009,"steer",1
"6298",2009,"stefanucci",1
"6299",2009,"stella",1
"6300",2009,"stemm",1
"6301",2009,"stereoscopic",1
"6302",2009,"steyver",1
"6303",2009,"stilwell",1
"6304",2009,"stirling",1
"6305",2009,"stochastically",1
"6306",2009,"stomach",1
"6307",2009,"strack",1
"6308",2009,"straightforward",1
"6309",2009,"strand",1
"6310",2009,"strategically",1
"6311",2009,"streams",1
"6312",2009,"strech",1
"6313",2009,"strengt",1
"6314",2009,"strengthening",1
"6315",2009,"stretch",1
"6316",2009,"striatal",1
"6317",2009,"stripe",1
"6318",2009,"stripp",1
"6319",2009,"strive",1
"6320",2009,"structuralist",1
"6321",2009,"structurally",1
"6322",2009,"stucchi",1
"6323",2009,"studies",1
"6324",2009,"stylistic",1
"6325",2009,"sub",1
"6326",2009,"subattractor",1
"6327",2009,"subcomponent",1
"6328",2009,"subcorpora",1
"6329",2009,"subcortical",1
"6330",2009,"subgoal",1
"6331",2009,"subgroup",1
"6332",2009,"subjecte",1
"6333",2009,"subjectively",1
"6334",2009,"subjectivity",1
"6335",2009,"subordinate",1
"6336",2009,"subpopulation",1
"6337",2009,"substitutable",1
"6338",2009,"subsum",1
"6339",2009,"subsume",1
"6340",2009,"subsymbolic",1
"6341",2009,"subtest",1
"6342",2009,"subtype",1
"6343",2009,"succession",1
"6344",2009,"successive",1
"6345",2009,"sudden",1
"6346",2009,"sue",1
"6347",2009,"suffers",1
"6348",2009,"suffice",1
"6349",2009,"suffix",1
"6350",2009,"suffuse",1
"6351",2009,"suggst",1
"6352",2009,"suit",1
"6353",2009,"suitably",1
"6354",2009,"summary",1
"6355",2009,"superiority",1
"6356",2009,"superordinate",1
"6357",2009,"supervenience",1
"6358",2009,"supervision",1
"6359",2009,"supplement",1
"6360",2009,"supplementary",1
"6361",2009,"supply",1
"6362",2009,"supposedly",1
"6363",2009,"suppressed",1
"6364",2009,"suppressing",1
"6365",2009,"suprathreshold",1
"6366",2009,"suriyakham",1
"6367",2009,"surpass",1
"6368",2009,"surprisingness",1
"6369",2009,"surroundings",1
"6370",2009,"suspect",1
"6371",2009,"sustaining",1
"6372",2009,"sweatshop",1
"6373",2009,"sweden",1
"6374",2009,"swert",1
"6375",2009,"swift",1
"6376",2009,"swing",1
"6377",2009,"switchboard",1
"6378",2009,"symbolicity",1
"6379",2009,"symmetric",1
"6380",2009,"synchronous",1
"6381",2009,"syndrome",1
"6382",2009,"synergize",1
"6383",2009,"synonymy",1
"6384",2009,"synthetic",1
"6385",2009,"systematicly",1
"6386",2009,"taatgen",1
"6387",2009,"tabletop",1
"6388",2009,"tac",1
"6389",2009,"tactical",1
"6390",2009,"tag",1
"6391",2009,"tail",1
"6392",2009,"tailor",1
"6393",2009,"tallying",1
"6394",2009,"tamir",1
"6395",2009,"tangible",1
"6396",2009,"tasking",1
"6397",2009,"tax",1
"6398",2009,"taxation",1
"6399",2009,"taxing",1
"6400",2009,"tear",1
"6401",2009,"technion",1
"6402",2009,"tedious",1
"6403",2009,"teigen",1
"6404",2009,"telegraph",1
"6405",2009,"teleological",1
"6406",2009,"telephone",1
"6407",2009,"temporally",1
"6408",2009,"temporo",1
"6409",2009,"tense",1
"6410",2009,"tension",1
"6411",2009,"termed",1
"6412",2009,"ternary",1
"6413",2009,"terrain",1
"6414",2009,"tesla",1
"6415",2009,"testable",1
"6416",2009,"testbed",1
"6417",2009,"tested",1
"6418",2009,"textbase",1
"6419",2009,"textsc",1
"6420",2009,"thalamic",1
"6421",2009,"thematically",1
"6422",2009,"theodore",1
"6423",2009,"theorising",1
"6424",2009,"theorist",1
"6425",2009,"theorizing",1
"6426",2009,"therapeutic",1
"6427",2009,"thermodynamical",1
"6428",2009,"thibaut",1
"6429",2009,"thickness",1
"6430",2009,"thinking",1
"6431",2009,"thoroughly",1
"6432",2009,"thoughts",1
"6433",2009,"thousand",1
"6434",2009,"thread",1
"6435",2009,"threaten",1
"6436",2009,"thresholde",1
"6437",2009,"thresholds",1
"6438",2009,"tic",1
"6439",2009,"ticipant",1
"6440",2009,"tigers",1
"6441",2009,"tighter",1
"6442",2009,"tim",1
"6443",2009,"tims",1
"6444",2009,"tiny",1
"6445",2009,"today",1
"6446",2009,"toe",1
"6447",2009,"tokowicz",1
"6448",2009,"toms",1
"6449",2009,"tong",1
"6450",2009,"tooby",1
"6451",2009,"topographic",1
"6452",2009,"topographical",1
"6453",2009,"topology",1
"6454",2009,"tornay",1
"6455",2009,"torralba",1
"6456",2009,"towell",1
"6457",2009,"tower",1
"6458",2009,"townsend",1
"6459",2009,"trac",1
"6460",2009,"tract",1
"6461",2009,"tractability",1
"6462",2009,"trainable",1
"6463",2009,"traitorous",1
"6464",2009,"transcribe",1
"6465",2009,"transitivity",1
"6466",2009,"translat",1
"6467",2009,"translational",1
"6468",2009,"transparency",1
"6469",2009,"transparently",1
"6470",2009,"transportation",1
"6471",2009,"trauma",1
"6472",2009,"traumatic",1
"6473",2009,"traverse",1
"6474",2009,"treadmill",1
"6475",2009,"treasure",1
"6476",2009,"treebank",1
"6477",2009,"tremblay",1
"6478",2009,"trembling",1
"6479",2009,"trenchant",1
"6480",2009,"triad",1
"6481",2009,"triangulate",1
"6482",2009,"trick",1
"6483",2009,"triliteral",1
"6484",2009,"trio",1
"6485",2009,"triplet",1
"6486",2009,"triumph",1
"6487",2009,"trochaic",1
"6488",2009,"trouble",1
"6489",2009,"troyer",1
"6490",2009,"trump",1
"6491",2009,"truncate",1
"6492",2009,"trust",1
"6493",2009,"truthfulness",1
"6494",2009,"tubau",1
"6495",2009,"tulip",1
"6496",2009,"tulving",1
