year,title,authorAbbr
2020,Do Taxonomic and Associative Relations Affect Word Production in the Same Way?,D McDonagh
2020,Do Taxonomic and Associative Relations Affect Word Production in the Same Way?,A Fisher
2020,Do Taxonomic and Associative Relations Affect Word Production in the Same Way?,N Nozari
2020,Parents scaffold the formation of conversational pacts with their children,A Leung
2020,Parents scaffold the formation of conversational pacts with their children,R Hawkins
2020,Parents scaffold the formation of conversational pacts with their children,D Yurovsky
2020,Computational approaches to analyzing and generating comics,A Upadhyayula
2020,Computational approaches to analyzing and generating comics,C Martens
2020,Computational approaches to analyzing and generating comics,R Cardona-Rivera
2020,Computational approaches to analyzing and generating comics,A Hendrickson
2020,Computational approaches to analyzing and generating comics,N Cohn
2020,Preschoolers' responses to unknown words: Questions and evaluation of definition quality,L Janakiefski
2020,Preschoolers' responses to unknown words: Questions and evaluation of definition quality,N Tippenhauer
2020,Preschoolers' responses to unknown words: Questions and evaluation of definition quality,M Saylor
2020,Audiovisual Information Processing in Emotion Recognition: An Eye Tracking Study,Y Zheng
2020,Audiovisual Information Processing in Emotion Recognition: An Eye Tracking Study,J Hsiao
2020,Learning sequential patterns from graphical programs,A Rothe
2020,Learning sequential patterns from graphical programs,E Schulz
2020,Learning sequential patterns from graphical programs,M Sablé-Meyer
2020,Learning sequential patterns from graphical programs,J Tenenbaum
2020,Learning sequential patterns from graphical programs,A Ruggeri
2020,The Influence of Negated Causal Information on Pronoun Disambiguation,E Sagi
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,X Zi
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,S Li
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,R Rashedi
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,M Rushdy
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,B Lane
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,S Mishra
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,G Biswas
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,A Swanson
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,A Kinsman
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,N Bardett
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,Z Warren
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,P Juarez
2020,Adapting Educational Technologies Across Learner Populations: A Usability Study with Adolescents on the Autism Spectrum,M Kunda
2020,A Computational Approach for Predicting Individuals' Response Patterns in Human Syllogistic Reasoning,E Dietz Saldanha
2020,A Computational Approach for Predicting Individuals' Response Patterns in Human Syllogistic Reasoning,R Schambach
2020,Item Distinctiveness is More Critical than Item Context in a Cross-Situational Word Learning Paradigm,K Lange
2020,Item Distinctiveness is More Critical than Item Context in a Cross-Situational Word Learning Paradigm,E Karuza
2020,Unravelling Past Cognition: Approaches Across Disciplines,L Straffon
2020,Unravelling Past Cognition: Approaches Across Disciplines,A Bender
2020,Unravelling Past Cognition: Approaches Across Disciplines,C Tennie
2020,Unravelling Past Cognition: Approaches Across Disciplines,D Stout
2020,Unravelling Past Cognition: Approaches Across Disciplines,S Greenhill
2020,Unravelling Past Cognition: Approaches Across Disciplines,F DErrico
2020,Better together: Exploration prior to instruction facilitates rule-learning and modifies attention to demonstration,M Radovanovic
2020,Better together: Exploration prior to instruction facilitates rule-learning and modifies attention to demonstration,N Brezack
2020,Better together: Exploration prior to instruction facilitates rule-learning and modifies attention to demonstration,L Shneidman
2020,Better together: Exploration prior to instruction facilitates rule-learning and modifies attention to demonstration,A Woodward
2020,"Not as Bad as Painted?  Legal Expertise, Intentionality Ascription, and Outcome Effects Revisited",K Prochownik
2020,"Not as Bad as Painted?  Legal Expertise, Intentionality Ascription, and Outcome Effects Revisited",M Krebs
2020,"Not as Bad as Painted?  Legal Expertise, Intentionality Ascription, and Outcome Effects Revisited",A Wiegmann
2020,"Not as Bad as Painted?  Legal Expertise, Intentionality Ascription, and Outcome Effects Revisited",J Horvath
2020,"Quantifying Emergent, Dynamic Tonal Coordination in Collaborative Musical Improvisation",M Setzler
2020,"Quantifying Emergent, Dynamic Tonal Coordination in Collaborative Musical Improvisation",R Goldstone
2020,Belief revision in a micro-social network: Modeling sensitivity to statistical dependencies in social learning,J Fränken
2020,Belief revision in a micro-social network: Modeling sensitivity to statistical dependencies in social learning,N THEODOROPOULOS
2020,Belief revision in a micro-social network: Modeling sensitivity to statistical dependencies in social learning,A Moore
2020,Belief revision in a micro-social network: Modeling sensitivity to statistical dependencies in social learning,N Bramley
2020,How Do Verbs Change Their Meaning? Evidence for Minimal Subtraction,D King
2020,How Do Verbs Change Their Meaning? Evidence for Minimal Subtraction,D Gentner
2020,What Do Computers Know About Semantics Anyway? Testing Distributional Semantics Models Against a Broad Range of Relatedness Ratings,K Brown
2020,What Do Computers Know About Semantics Anyway? Testing Distributional Semantics Models Against a Broad Range of Relatedness Ratings,E Yee
2020,What Do Computers Know About Semantics Anyway? Testing Distributional Semantics Models Against a Broad Range of Relatedness Ratings,E Saltzman
2020,What Do Computers Know About Semantics Anyway? Testing Distributional Semantics Models Against a Broad Range of Relatedness Ratings,J Magnuson
2020,What Do Computers Know About Semantics Anyway? Testing Distributional Semantics Models Against a Broad Range of Relatedness Ratings,K McRae
2020,How a-priori biases affect sequence learning in a serial reaction time task,A Tal
2020,How a-priori biases affect sequence learning in a serial reaction time task,E Vakil
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,J Yurkovic
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,G Lisandrelli
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,R Schaffer
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,K Dominick
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,E Pedapati
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,C Erickson
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,D Kennedy
2020,Examining Sustained Attention in Child-Parent Interaction: A Comparative Study of Typically Developing Children and Children with Autism Spectrum Disorder,C Yu
2020,English speakers (in)ability to explicitly recognize agent and patient categories,L Rissman
2020,English speakers (in)ability to explicitly recognize agent and patient categories,G Lupyan
2020,Graphical vs. Spatial Models of Distributional Semantics,S Mao
2020,Graphical vs. Spatial Models of Distributional Semantics,J Willits
2020,The rational side of decision bias based on verbal probabilities,Y Gu
2020,The rational side of decision bias based on verbal probabilities,H Honda
2020,The rational side of decision bias based on verbal probabilities,T Matsuka
2020,The rational side of decision bias based on verbal probabilities,K Ueda
2020,Exploring Lexical Relations in BERT using Semantic Priming,K Misra
2020,Exploring Lexical Relations in BERT using Semantic Priming,A Ettinger
2020,Exploring Lexical Relations in BERT using Semantic Priming,J Rayz
2020,The surprising consequences of engaging in contrastive explanation,N Vasilyeva
2020,The surprising consequences of engaging in contrastive explanation,T Lombrozo
2020,The method of loci is an optimal policy for memory search,Q Zhang
2020,The method of loci is an optimal policy for memory search,K Norman
2020,The method of loci is an optimal policy for memory search,T Griffiths
2020,Implicit questions shape information preferences,S Joo
2020,Implicit questions shape information preferences,S Yousif
2020,Implicit questions shape information preferences,F Keil
2020,Abstraction and cognitive flexibility in collective problem solving: The role of diversity,T Goregliad Fjaellingsdal
2020,Abstraction and cognitive flexibility in collective problem solving: The role of diversity,C Vesper
2020,Abstraction and cognitive flexibility in collective problem solving: The role of diversity,C Olesen
2020,Abstraction and cognitive flexibility in collective problem solving: The role of diversity,K Tylen
2020,The development of accent-based friendship preferences: Age and language exposure matter,T St. Pierre
2020,The development of accent-based friendship preferences: Age and language exposure matter,E Johnson
2020,Is time travel possible? Childrens intuitive theories about the nature of time,C Dougherty
2020,Is time travel possible? Childrens intuitive theories about the nature of time,J Daly
2020,Is time travel possible? Childrens intuitive theories about the nature of time,J Woolley
2020,Is time travel possible? Childrens intuitive theories about the nature of time,K Tillman
2020,Choice strategies in a changing social learning environment,R Plate
2020,Choice strategies in a changing social learning environment,K Shutts
2020,Choice strategies in a changing social learning environment,A Cochrane
2020,Choice strategies in a changing social learning environment,C Green
2020,Choice strategies in a changing social learning environment,S Pollak
2020,Constructing complex social categories from distinct group membership information,A Xia
2020,Constructing complex social categories from distinct group membership information,S Solomon
2020,Constructing complex social categories from distinct group membership information,S Thompson-Schill
2020,Constructing complex social categories from distinct group membership information,A Jenkins
2020,Age Effects in the Acquisition of Phonological Variation,B Sneller
2020,Age Effects in the Acquisition of Phonological Variation,E Newport
2020,Impact of effort exertion on cognitive flexibility and stability,A Jos
2020,Impact of effort exertion on cognitive flexibility and stability,M LoParco
2020,Impact of effort exertion on cognitive flexibility and stability,A Otto
2020,Relations between the Home and Cognitive Development in Nicaraguan Children,E Vollman
2020,Relations between the Home and Cognitive Development in Nicaraguan Children,L Richland
2020,A theory of bouletic reasoning,H Harner
2020,A theory of bouletic reasoning,S Khemlani
2020,"Memory integration into visual perception through infancy, childhood, and adulthood",S Jaffe-Dax
2020,"Memory integration into visual perception through infancy, childhood, and adulthood",C Potter
2020,"Memory integration into visual perception through infancy, childhood, and adulthood",T Leung
2020,"Memory integration into visual perception through infancy, childhood, and adulthood",C Lew-Williams
2020,"Memory integration into visual perception through infancy, childhood, and adulthood",L Emberson
2020,Decision-Making Under Uncertain Circumstances in Borderline Personality Disorder (BPD) Patients,M Manavalan
2020,Decision-Making Under Uncertain Circumstances in Borderline Personality Disorder (BPD) Patients,X SONG
2020,Decision-Making Under Uncertain Circumstances in Borderline Personality Disorder (BPD) Patients,I Vilares
2020,A Mechanistic Account of Model-Free / Model-Based Trade-off and its Change Across Development,A Carteron
2020,A Mechanistic Account of Model-Free / Model-Based Trade-off and its Change Across Development,D Mareschal
2020,A Mechanistic Account of Model-Free / Model-Based Trade-off and its Change Across Development,R Cooper
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,S Yu
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,D Kim
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,M Mielicki
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,C Fitzsimmons
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,C Thompson
2020,From Integers to Fractions: Developing a Coherent Understanding of Proportional Magnitude,J Opfer
2020,Feature selection in category learning,M Gao
2020,Feature selection in category learning,V Sloutsky
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,T Agrawal
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,M Lee
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,A Calcetas
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,D Clarke
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,N Lin
2020,Hearing water temperature: Characterizing the development of nuanced perception of auditory events,A Schachner
2020,You're surprised at her success? Inferring competence from others' emotional responses to performance outcomes,M Asaba
2020,You're surprised at her success? Inferring competence from others' emotional responses to performance outcomes,Y Wu
2020,You're surprised at her success? Inferring competence from others' emotional responses to performance outcomes,B Carrillo
2020,You're surprised at her success? Inferring competence from others' emotional responses to performance outcomes,H Gweon
2020,The Emergence and Propagation of Online Slang,Z Sun
2020,The Emergence and Propagation of Online Slang,Y Jiang
2020,The Emergence and Propagation of Online Slang,Y Xu
2020,Preschoolers recognize that losses loom larger than gains.,S Nancekivell
2020,Preschoolers recognize that losses loom larger than gains.,S Denison
2020,Preschoolers recognize that losses loom larger than gains.,O Friedman
2020,Keep Calm and Learn the Language: Do Multilinguals Have Lower Intolerance of Uncertainty than Monolinguals?,J Vaitonyt?
2020,Keep Calm and Learn the Language: Do Multilinguals Have Lower Intolerance of Uncertainty than Monolinguals?,Ö Öztürk
2020,Keep Calm and Learn the Language: Do Multilinguals Have Lower Intolerance of Uncertainty than Monolinguals?,L Müller
2020,Do we need neural models to explain human judgments of acceptability?,W Jing
2020,Do we need neural models to explain human judgments of acceptability?,M Kelly
2020,Do we need neural models to explain human judgments of acceptability?,D Reitter
2020,Modeling temporal attention in dynamic scenes: Hypothesis-driven resource allocation using adaptive computation explains both objective tracking performance and subjective effort judgments,E Butkus
2020,Modeling temporal attention in dynamic scenes: Hypothesis-driven resource allocation using adaptive computation explains both objective tracking performance and subjective effort judgments,M Belledonne
2020,Modeling temporal attention in dynamic scenes: Hypothesis-driven resource allocation using adaptive computation explains both objective tracking performance and subjective effort judgments,B Scholl
2020,Modeling temporal attention in dynamic scenes: Hypothesis-driven resource allocation using adaptive computation explains both objective tracking performance and subjective effort judgments,I Yildirim
2020,To Move or not to Move: An ERP Study on the Processing of Literal and Fictive Motion Constructions,Y DENG
2020,Machine Learning Optimizes Assessment: New Insights for the Development of Numerosity Estimation,S Lee
2020,Machine Learning Optimizes Assessment: New Insights for the Development of Numerosity Estimation,D Kim
2020,Machine Learning Optimizes Assessment: New Insights for the Development of Numerosity Estimation,J Opfer
2020,Machine Learning Optimizes Assessment: New Insights for the Development of Numerosity Estimation,M Pitt
2020,Machine Learning Optimizes Assessment: New Insights for the Development of Numerosity Estimation,J Myung
2020,Understanding Computational Thinking Assessment through Text Mining,M Kim
2020,Understanding Computational Thinking Assessment through Text Mining,N Shabihi
2020,Executive Function affects Resilience with Different Cognitive Mechanisms between Adolescence and Emerging Adulthood,S XING
2020,Executive Function affects Resilience with Different Cognitive Mechanisms between Adolescence and Emerging Adulthood,S Deng
2020,Relationship between Social Support and Posttraumatic Growth for Korean Firefighters,H Kim
2020,Relationship between Social Support and Posttraumatic Growth for Korean Firefighters,J Shin
2020,Relationship between Social Support and Posttraumatic Growth for Korean Firefighters,J Ryu
2020,Effect of Active Pre-Learning Activities on Humans and Machines,J Lim
2020,Effect of Active Pre-Learning Activities on Humans and Machines,H Jo
2020,Effect of Active Pre-Learning Activities on Humans and Machines,B Zhang
2020,Effect of Active Pre-Learning Activities on Humans and Machines,J Park
2020,Are content effects out of sight? An eye-tracking study of arithmetic problem solving,H Gros
2020,Are content effects out of sight? An eye-tracking study of arithmetic problem solving,E Sander
2020,Are content effects out of sight? An eye-tracking study of arithmetic problem solving,J Thibaut
2020,Interpersonal physiological linkage is related to excitement during a joint task,A Murata
2020,Interpersonal physiological linkage is related to excitement during a joint task,S Kumano
2020,Interpersonal physiological linkage is related to excitement during a joint task,J Watanabe
2020,Trust-Related Heuristics and Biases: How Do We Trust Healthcare Systems?,S Cantarutti
2020,Trust-Related Heuristics and Biases: How Do We Trust Healthcare Systems?,E Pothos
2020,"Cognition, Collectives, and Human Culture",C Wu
2020,"Cognition, Collectives, and Human Culture",N Vélez
2020,"Cognition, Collectives, and Human Culture",M Ho
2020,"Cognition, Collectives, and Human Culture",R Goldstone
2020,Predicting Social Exclusion: A Computational Linguistic Approach to the Detection of Ostracism,G Gandolfi
2020,Predicting Social Exclusion: A Computational Linguistic Approach to the Detection of Ostracism,C Strapparava
2020,Infants inferences about insides reveal parallel causal representations,J Kominsky
2020,Infants inferences about insides reveal parallel causal representations,Y Li
2020,Infants inferences about insides reveal parallel causal representations,S Carey
2020,"On causal claims, contingencies, and inference: How causal terminology affects what we think about the strength of causal links",S Stephan
2020,"On causal claims, contingencies, and inference: How causal terminology affects what we think about the strength of causal links",M Waldmann
2020,Toward a Unified Theory of Proportion,M Hurst
2020,Toward a Unified Theory of Proportion,S Denison
2020,Toward a Unified Theory of Proportion,Y Park
2020,Toward a Unified Theory of Proportion,P Matthews
2020,Toward a Unified Theory of Proportion,J Cantlon
2020,People use inverse planning to rationally seek social information from objects,E Hurwitz
2020,People use inverse planning to rationally seek social information from objects,A Schachner
2020,"Do expectations for causal patterns differ between domains? Studying physical, biological and psychological events across cultures",A Rothe-Wulf
2020,Task effects on the lexical boost effect in structural priming,R Van Gompel
2020,Task effects on the lexical boost effect in structural priming,L Wakeford
2020,Task effects on the lexical boost effect in structural priming,L Kantola
2020,Does top-down information about speaker age guise influence perceptual compensation for coarticulatory /u/-fronting?,G Zellou
2020,Does top-down information about speaker age guise influence perceptual compensation for coarticulatory /u/-fronting?,M Cohn
2020,Does top-down information about speaker age guise influence perceptual compensation for coarticulatory /u/-fronting?,A Block
2020,Good-enough production with repetition,M Koranda
2020,Good-enough production with repetition,M MacDonald
2020,Sensitivity to ostension is not sufficient for pedagogical reasoning by toddlers,E Tecwyn
2020,Sensitivity to ostension is not sufficient for pedagogical reasoning by toddlers,A Seed
2020,Sensitivity to ostension is not sufficient for pedagogical reasoning by toddlers,D Buchsbaum
2020,How does over-specification affect referent identification?,K Fukumura
2020,How does over-specification affect referent identification?,M Carminati
2020,Should we always log-transform looking time data in infancy research?,A Tsui
2020,Should we always log-transform looking time data in infancy research?,M Frank
2020,Should we always log-transform looking time data in infancy research?,P Brosseau-Liard
2020,Cross-linguistic investigation of the representations underlying pronoun choice,K Fukumura
2020,Cross-linguistic investigation of the representations underlying pronoun choice,C Hervé
2020,Cross-linguistic investigation of the representations underlying pronoun choice,S Villata
2020,Cross-linguistic investigation of the representations underlying pronoun choice,F Foppolo
2020,Cross-linguistic investigation of the representations underlying pronoun choice,F Alario
2020,How speakers avoid gender ambiguous pronouns: A cross-linguistic study,K Fukumura
2020,How speakers avoid gender ambiguous pronouns: A cross-linguistic study,S Villata
2020,How speakers avoid gender ambiguous pronouns: A cross-linguistic study,C Pozniak
2020,How speakers avoid gender ambiguous pronouns: A cross-linguistic study,F Foppolo
2020,How speakers avoid gender ambiguous pronouns: A cross-linguistic study,F Alario
2020,Text Matters but Speech Influences: A Computational Analysis of Syntactic Ambiguity Resolution,J Cho
2020,Text Matters but Speech Influences: A Computational Analysis of Syntactic Ambiguity Resolution,W Kang
2020,Text Matters but Speech Influences: A Computational Analysis of Syntactic Ambiguity Resolution,N Kim
2020,A role for working memory in shaping the action policy for reinforcement learning,H Huang
2020,A role for working memory in shaping the action policy for reinforcement learning,S Mcdougle
2020,A role for working memory in shaping the action policy for reinforcement learning,A Collins
2020,Simulations and theory of generalization in recurrent networks,J Valle-Lisboa
2020,The representation of recursive center-embedded and cross-serial sequences in children and adults,S Ferrigno
2020,The representation of recursive center-embedded and cross-serial sequences in children and adults,S Carey
2020,Stereotypes Decrease Childrens Tendency to Acknowledge Constraints on Choice,J Amemiya
2020,Stereotypes Decrease Childrens Tendency to Acknowledge Constraints on Choice,E Mortenson
2020,Stereotypes Decrease Childrens Tendency to Acknowledge Constraints on Choice,S Ahn
2020,Stereotypes Decrease Childrens Tendency to Acknowledge Constraints on Choice,C Walker
2020,Stereotypes Decrease Childrens Tendency to Acknowledge Constraints on Choice,G Heyman
2020,"When in Rome, do as Bayesians do: Statistical learning and parochial norms",S Partington
2020,"When in Rome, do as Bayesians do: Statistical learning and parochial norms",S Nichols
2020,"When in Rome, do as Bayesians do: Statistical learning and parochial norms",T Kushnir
2020,Automatic and Controlled Sentence Production: A Computational Model,E Buyakin
2020,Automatic and Controlled Sentence Production: A Computational Model,R Cooper
2020,The role of literary metaphors in aesthetic appreciation,F Citron
2020,The role of literary metaphors in aesthetic appreciation,H Clarke
2020,The role of literary metaphors in aesthetic appreciation,Q Liao
2020,The role of literary metaphors in aesthetic appreciation,C Rasse
2020,Is the structure of the belief in conspiracy theory equivalent across cultures?,Y Majima
2020,Is the structure of the belief in conspiracy theory equivalent across cultures?,H Nakamura
2020,What determines the learned predictiveness effect? Separating cue-outcome correlation from choice relevance,J Lee
2020,What determines the learned predictiveness effect? Separating cue-outcome correlation from choice relevance,J Greenaway
2020,What determines the learned predictiveness effect? Separating cue-outcome correlation from choice relevance,E Livesey
2020,Mental inference: Mind perception as Bayesian model selection,L Burger
2020,Mental inference: Mind perception as Bayesian model selection,J Jara-Ettinger
2020,Culturally-Constructed Beliefs About Physical and Mental Illness,S McCann
2020,Culturally-Constructed Beliefs About Physical and Mental Illness,F Anggoro
2020,The Scaled Target Learning Model:  A Novel Computational Model of the Balloon Analogue Risk Task,R Zhou
2020,The Scaled Target Learning Model:  A Novel Computational Model of the Balloon Analogue Risk Task,J Myung
2020,The Scaled Target Learning Model:  A Novel Computational Model of the Balloon Analogue Risk Task,M Pitt
2020,"You Take the High Road, and I'll Take the Low Road: Evaluating the Topological Consistency of Cognitive Models",S Sloman
2020,"You Take the High Road, and I'll Take the Low Road: Evaluating the Topological Consistency of Cognitive Models",D Oppenheimer
2020,Early Environments and Exploration in the Preschool Years,I Bass
2020,Early Environments and Exploration in the Preschool Years,A Bedoya
2020,Early Environments and Exploration in the Preschool Years,E Bonawitz
2020,Science & engineering goals: Learning about the control-of-variable strategy from picture books,V Venkadasalam
2020,Science & engineering goals: Learning about the control-of-variable strategy from picture books,L Nguyen
2020,Science & engineering goals: Learning about the control-of-variable strategy from picture books,N Larsen
2020,Science & engineering goals: Learning about the control-of-variable strategy from picture books,A Nyhout
2020,Science & engineering goals: Learning about the control-of-variable strategy from picture books,P Ganea
2020,To Dye or Not to Dye : The Effect of Hair Color on First Impressions,A Song
2020,To Dye or Not to Dye : The Effect of Hair Color on First Impressions,D Yadav
2020,To Dye or Not to Dye : The Effect of Hair Color on First Impressions,W Hu
2020,To Dye or Not to Dye : The Effect of Hair Color on First Impressions,G Cottrell
2020,To Dye or Not to Dye : The Effect of Hair Color on First Impressions,E Vul
2020,Prototype theory and emotion semantic change,A Xu
2020,Prototype theory and emotion semantic change,J Stellar
2020,Prototype theory and emotion semantic change,Y Xu
2020,Retreat from overgeneralization errors: Broad verb classes are harder to induce than narrow classes,H Sun
2020,a process model of procrastination,P Zhang
2020,a process model of procrastination,W Ma
2020,Is probability utility correlation really correlation? An individual-level analysis of risk-reward heuristics,K Nakamura
2020,Where is Cognitive Science Now?,C Miller Rigoli
2020,Where is Cognitive Science Now?,A Goel
2020,Where is Cognitive Science Now?,A Bender
2020,Where is Cognitive Science Now?,R Goldstone
2020,Where is Cognitive Science Now?,R Nunez
2020,4- and 5-Year-Olds' Comprehension of Functional Metaphors,R Zhu
2020,4- and 5-Year-Olds' Comprehension of Functional Metaphors,M Goddu
2020,4- and 5-Year-Olds' Comprehension of Functional Metaphors,A Gopnik
2020,Events Structure Information Accessibility Less in Children than Adults,J Ren
2020,Events Structure Information Accessibility Less in Children than Adults,E Wharton-Shukster
2020,Events Structure Information Accessibility Less in Children than Adults,K Duncan
2020,Events Structure Information Accessibility Less in Children than Adults,A Finn
2020,Positive Effects of a Developmental Period Without Control,R Jackson
2020,Positive Effects of a Developmental Period Without Control,M Lambon Ralph
2020,Positive Effects of a Developmental Period Without Control,T Rogers
2020,Recurrent top-down synaptic connections at different spatial frequencies help disambiguate between dynamic emotions,E David
2020,Recurrent top-down synaptic connections at different spatial frequencies help disambiguate between dynamic emotions,Y Bourrier
2020,Recurrent top-down synaptic connections at different spatial frequencies help disambiguate between dynamic emotions,R Vuillaume
2020,Recurrent top-down synaptic connections at different spatial frequencies help disambiguate between dynamic emotions,M Mermillod
2020,Inducing preference reversals by manipulating revealed preferences,H Balakrishnan
2020,Inducing preference reversals by manipulating revealed preferences,S Jagga
2020,Inducing preference reversals by manipulating revealed preferences,N Srivastava
2020,Dynamical Feedback and Affordances-Constraints in Technology-Mediated Learning and Assessment: An in-Class Experimental Study,T Halbherr
2020,Are you thinking what Im thinking? Perspective-taking in a language game,J Nedergaard
2020,Are you thinking what Im thinking? Perspective-taking in a language game,K Smith
2020,The role of eye movement consistency in learning to recognise faces: Computational and experimental examinations,J Hsiao
2020,The role of eye movement consistency in learning to recognise faces: Computational and experimental examinations,J An
2020,The role of eye movement consistency in learning to recognise faces: Computational and experimental examinations,A Chan
2020,Visual Statistical Learning Is Facilitated in Zipfian Distributions,O Lavi-Rotbain
2020,Visual Statistical Learning Is Facilitated in Zipfian Distributions,I Arnon
2020,Commonality Search as a Way of Facilitating Creative Thinking: A Comparison with the Alternative Categorization Task,M Yamakawa
2020,Commonality Search as a Way of Facilitating Creative Thinking: A Comparison with the Alternative Categorization Task,S Kiyokawa
2020,The Signature of All Things: Children Infer Knowledge States from Static Images,M Pelz
2020,The Signature of All Things: Children Infer Knowledge States from Static Images,L Schulz
2020,The Signature of All Things: Children Infer Knowledge States from Static Images,J Jara-Ettinger
2020,Personality Traits Moderate the Relationship between Statistical Learning Ability and Second-Language Learners Sentence Comprehension,E Kerz
2020,Personality Traits Moderate the Relationship between Statistical Learning Ability and Second-Language Learners Sentence Comprehension,D Wiechmann
2020,Personality Traits Moderate the Relationship between Statistical Learning Ability and Second-Language Learners Sentence Comprehension,T Silkens
2020,Differences in Implicit vs. Explicit Grammar Processing as Revealed by Hierarchical Weibull Modeling of Reaction Times,D Abugaber
2020,Top-down effects of apparent humanness on vocal alignment toward human and device interlocutors,G Zellou
2020,Top-down effects of apparent humanness on vocal alignment toward human and device interlocutors,M Cohn
2020,Domestic dogs' understanding of spatial temporal priority,J Espinosa
2020,Domestic dogs' understanding of spatial temporal priority,K McGinn
2020,Domestic dogs' understanding of spatial temporal priority,M Pelgrim
2020,Domestic dogs' understanding of spatial temporal priority,D Buchsbaum
2020,Risk preferences in option generation: Do risk-takers generate more risky courses of action?,M Padro
2020,Risk preferences in option generation: Do risk-takers generate more risky courses of action?,M Mostafavi
2020,Risk preferences in option generation: Do risk-takers generate more risky courses of action?,D Markant
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,S Borhani
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,X Zhao
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,M O'Neil
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,M Kelly
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,K Snyder
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,B Aghayeeabianeh
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,B Martin
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,G A Jicha
2020,Brainwave profiles of efficient versus inefficient working memory retrievals in healthy older adults,Y Jiang
2020,How nouns surface as verbs: Inference and generation in word class conversion,L Yu
2020,How nouns surface as verbs: Inference and generation in word class conversion,L El Sanyoura
2020,How nouns surface as verbs: Inference and generation in word class conversion,Y Xu
2020,A Generalization Test of Conjunction Errors in Physical Reasoning,E Ludwin-Peery
2020,A Generalization Test of Conjunction Errors in Physical Reasoning,N Bramley
2020,A Generalization Test of Conjunction Errors in Physical Reasoning,E Davis
2020,A Generalization Test of Conjunction Errors in Physical Reasoning,T Gureckis
2020,Costly Exceptions: Deviant Exemplars Reduce Category Compression,D Silliman
2020,Costly Exceptions: Deviant Exemplars Reduce Category Compression,S Snoddy
2020,Costly Exceptions: Deviant Exemplars Reduce Category Compression,M Wetzel
2020,Costly Exceptions: Deviant Exemplars Reduce Category Compression,K Kurtz
2020,Limited Domain Structure for Conjunction Errors,E Ludwin-Peery
2020,Learning to cooperate: Emergent communication in multi-agent navigation,I Kaji?
2020,Learning to cooperate: Emergent communication in multi-agent navigation,E Aygün
2020,Learning to cooperate: Emergent communication in multi-agent navigation,D Precup
