"","x"
"1343","A Schubö"
"1344","D Heinke"
"1345","D Standage"
"1346","A Schofield"
"1347","Á Kristjánsson"
"1348","A Muñoz-García"
"1349","J Irons"
"1350","J Whritner"
"1351","J Zosky"
"1352","M Dodd"
"1353","R Goutcher"
"1354","P Kohler"
"1355","A Norcia"
"1356","C Schmitt"
"1357","M Krala"
"1358","M Xie"
"1359","L Bailey"
"1360","A Herwig"
"1361","A Sinclair"
"1362","S Prime"
"1363","E Stewart"
"1364","G Sun"
"1365","B Baltaretu"
"1366","S Monaco"
"1367","J Velji-Ibrahim"
"1368","S Hansmann-Roth"
"1369","X Yue"
"1370","M Yetter"
"1371","B Miller"
"1372","G Andersen"
"1373","J Assen"
"1374","M Kitazaki"
"1375","M Wijntjes"
"1376","R Volcic"
"1377","Q Yu"
"1378","B Postle"
"1379","M Wenger"
"1380","L Stefano"
"1381","S Rhoten"
"1382","T Worth"
"1383","M Panichello"
"1384","T Buschman"
"1385","A Noyce"
"1386","R Lefco"
"1387","J Brissenden"
"1388","S Tobyne"
"1389","B Shinn-Cunningham"
"1390","D Somers"
"1391","J Julian"
"1392","X Qi"
"1393","C Constantinidis"
"1394","S Morand"
"1395","M Harvey"
"1396","G Thut"
"1397","K Adam"
"1398","A Ercolino"
"1399","S Boettcher"
"1400","F Ede"
"1401","E Margalit"
"1402","K Jamison"
"1403","K Weiner"
"1404","L Vizioli"
"1405","D Kaiser"
"1406","L Tarhan"
"1407","K Okajima"
"1408","J Cheeseman"
"1409","M Giesel"
"1410","K Kangur"
"1411","J Harris"
"1412","C Hesse"
"1413","S Watamaniuk"
"1414","J Badler"
"1415","S Heinen"
"1416","S Mathôt"
"1417","A Wagner"
"1418","M Hanke"
"1419","B Koch"
"1420","M Schwarz"
"1421","C Bellebaum"
"1422","A Casile"
"1423","J Victor"
"1424","T Wallis"
"1425","M Kümmerer"
"1426","C Teufel"
"1427","J Yates"
"1428","J Mitchell"
"1429","S Adamo"
"1430","N Shalev"
"1431","M Sauter"
"1432","S Saltzmann"
"1433","F Kamps"
"1434","D Dilks"
"1435","A Campbell"
"1436","C Kao"
"1437","E Hsiung"
"1438","C Or"
"1439","S Poltoratski"
"1440","A Volfart"
"1441","H Brissart"
"1442","J Hong"
"1443","B Russ"
"1444","D Leopold"
"1445","M Arcaro"
"1446","C Ponce"
"1447","M Livingstone"
"1448","S Huang"
"1449","Y Haw"
"1450","B Jung"
"1451","C Sponheim"
"1452","O Gwinn"
"1453","A Chopin"
"1454","D Bavelier"
"1455","T Sawada"
"1456","J Wang"
"1457","T Zickler"
"1458","P Ramesh"
"1459","M Steele"
"1460","M Landry"
"1461","J Castanheira"
"1462","A Raz"
"1463","M Grubb"
"1464","B Angelone"
"1465","A Allen"
"1466","M Jacobs"
"1467","S Chen"
"1468","N Davidenko"
"1469","C Gottesman"
"1470","M Owens"
"1471","N Thomas"
"1472","E Aniulis"
"1473","S Becker"
"1474","M Allen"
"1475","A Barnas"
"1476","A Greenberg"
"1477","T Blankenship"
"1478","E Dowd"
"1479","G Zelinsky"
"1480","N Duggan"
"1481","E Blakley"
"1482","A Moser"
"1483","S Olsen"
"1484","P Gerhardstein"
"1485","M Elliott"
"1486","R Rensink"
"1487","F Briggs"
"1488","X Wei"
"1489","Y Zhou"
"1490","O Papaioannou"
"1491","H Lagroix"
"1492","M Hilchey"
"1493","N Thigpen"
"1494","J Cruz"
"1495","O Favrod"
"1496","P Figueiredo"
"1497","A Tonelli"
"1498","K Yokosawa"
"1499","A Hayashi"
"1500","J DeSouza"
"1501","M Tsantani"
"1502","L Garrido"
"1503","R Adams"
"1504","M Mercer"
"1505","S Meyen"
"1506","I Zerweck"
"1507","C Amado"
"1508","U Luxburg"
"1509","V Franz"
"1510","K Binaee"
"1511","B Bertenthal"
"1512","C Malla"
"1513","R Nakayama"
"1514","A Barnett"
"1515","G Learmonth"
"1516","B Rokers"
"1517","M Benassi"
"1518","R Bolzani"
"1519","S Giovagnoli"
"1520","T Pansell"
"1521","N Saini"
"1522","C Yang"
"1523","J Lansner"
"1524","A Petersen"
"1525","S Vangkilde"
"1526","P Kreyenmeier"
"1527","N Tang"
"1528","T Gao"
"1529","L Oksama"
"1530","L Nummenmaa"
"1531","J Hyönä"
"1532","M Amry"
"1533","S Baker"
"1534","R Alzahabi"
"1535","E Hussey"
"1536","N Ward"
"1537","N Jardine"
"1538","M Kuvaldina"
"1539","H Adeli"
"1540","C Mine"
"1541","C Sisk"
"1542","A DiCriscio"
"1543","V Troiani"
"1544","M Erol"
"1545","A Mack"
"1546","P Samermit"
"1547","B Hart"
"1548","D Henriques"
"1549","W Wei"
"1550","E Hein"
"1551","N Prins"
"1552","H Nakada"
"1553","A Kuo"
"1554","K Bonnen"
"1555","M Wexler"
"1556","T Balsdon"
"1557","V Wyart"
"1558","B Maniscalco"
"1559","B Odegaard"
"1560","P Grimaldi"
"1561","S Cho"
"1562","M Basso"
"1563","M Peters"
"1564","F Rafiei"
"1565","D Mann"
"1566","E Brenner"
"1567","B Kemenade"
"1568","W Einhauser"
"1569","F Schiller"
"1570","Q Lin"
"1571","D Draschkow"
"1572","G Orbán"
"1573","M Nagy"
"1574","Z Hussain"
"1575","L Grzeczkowski"
"1576","N Browning"
"1577","J Knotts"
"1578","J Smith"
"1579","M Taylor"
"1580","J Moon"
"1581","O Kwon"
"1582","H Ogmen"
"1583","A Reeves"
"1584","K Amano"
"1585","I Ilic"
"1586","J Yang"
"1587","K Watanabe"
"1588","J Scott"
"1589","K Prokott"
"1590","W Bi"
"1591","G Kumar"
"1592","H Nienborg"
"1593","B Xiao"
"1594","R Murray"
"1595","C Matera"
"1596","V Volbrecht"
"1597","P Kay"
"1598","L Zhang"
"1599","M Dieciuc"
"1600","W Boot"
"1601","M Hall"
"1602","S Gross"
"1603","M Barnett-Cowan"
"1604","T Zhang"
"1605","C Sinnott"
"1606","A Jones"
"1607","M Moroz"
"1608","J Mulligan"
"1609","P MacNeilage"
"1610","B Jörges"
"1611","M McCabe"
"1612","E Kowler"
"1613","J Rubinstein"
"1614","S Kwon"
"1615","G Piraccini"
"1616","R Raggini"
"1617","T Candy"
"1618","A Chandna"
"1619","C Fromm"
"1620","G Maus"
"1621","P Grove"
"1622","K Rifai"
"1623","S Wahl"
"1624","S Thurman"
"1625","R Hoffing"
"1626","D Forster"
"1627","J Vettel"
"1628","R Denison"
"1629","Z Cole"
"1630","K Kuntzelman"
"1631","S Errington"
"1632","J Schall"
"1633","M Becker"
"1634","D Alonso"
"1635","A Vaskevich"
"1636","D Ernst"
"1637","G Horstmann"
"1638","E Westenberg"
"1639","M Aivar"
"1640","J Cho"
"1641","C Killingsworth"
"1642","S Joseph"
"1643","C Bohil"
"1644","K Dent"
"1645","M Weller"
"1646","C Funke"
"1647","A Ecker"
"1648","M Trevino"
"1649","Y Qian"
"1650","R Gilmore"
"1651","G Kong"
"1652","D Fougnie"
"1653","G Ng"
"1654","S Ohl"
"1655","S Most"
"1656","K Curby"
"1657","J Choi"
"1658","J Pinto"
"1659","M Papesh"
"1660","R Micheletto"
"1661","M Ito"
"1662","R Nguyen"
"1663","V Khvostov"
"1664","P Witkowski"
"1665","C Seidel"
"1666","L Heisterberg"
"1667","G Fan"
"1668","R Thomas"
"1669","J Westerberg"
"1670","L Williams"
"1671","M Sigman"
"1672","A Robbins"
"1673","M Hout"
"1674","Y Shao"
"1675","K Finke"
"1676","K Devaney"
"1677","M Rosen"
"1678","S Sheremata"
"1679","M Esterman"
"1680","C Vullings"
"1681","L Madelain"
"1682","J Batten"
"1683","B Parsons"
"1684","D Bueti"
"1685","J Forte"
"1686","N Mostofi"
"1687","E Joosten"
"1688","D Cappadocia"
"1689","A Krügel"
"1690","R Engbert"
"1691","M Harwood"
"1692","A Blangero"
"1693","A Mishler"
"1694","A Hess"
"1695","A Kramer"
"1696","J Flombaum"
"1697","D Tullo"
"1698","J Faubert"
"1699","E Roudaia"
"1700","D Bernardin"
"1701","Z Throneburg"
"1702","A Cook"
"1703","S Choe"
"1704","A Fernandez"
"1705","I Hochmitz"
"1706","M Lauffs"
"1707","K Solis"
"1708","A Loon"
"1709","C Olivers"
"1710","G Dachner"
"1711","A Kadambi"
"1712","A Muryy"
"1713","A Glennerster"
"1714","H Zhao"
"1715","D Straub"
"1716","C Rothkopf"
"1717","S Savage"
"1718","G Swan"
"1719","A Bowers"
"1720","W Sun"
"1721","G Zhai"
"1722","M Landy"
"1723","R Hawkins"
"1724","M Wu"
"1725","N Goodman"
"1726","E Gaffin-Cahn"
"1727","S Locke"
"1728","J Bang"
"1729","G Mancuso"
"1730","E Santandrea"
"1731","C Libera"
"1732","G Plomp"
"1733","L Chelazzi"
"1734","I Large"
"1735","J Smeets"
"1736","T Dekker"
"1737","D Heeger"
"1738","R Heydt"
"1739","S Zhu"
"1740","P Marlow"
"1741","K Eo"
"1742","O James"
"1743","S Son"
"1744","Y Kim"
"1745","K Killebrew"
"1746","G Sperling"
"1747","P Sun"
"1748","M Ernst"
"1749","W Meredith"
"1750","J Perrone"
"1751","M Rezk"
"1752","C Battal"
"1753","J Fulvio"
"1754","X Xie"
"1755","L Liu"
"1756","P Banks"
"1757","T Jacques"
"1758","A Seitz"
"1759","A Rosenberg"
"1760","A Sunkara"
"1761","H Jiang"
"1762","T Chang"
"1763","B Kim"
"1764","M Melnick"
"1765","M Cavanaugh"
"1766","K Huxlin"
"1767","D Pitcher"
"1768","M Harrison"
"1769","G Quek"
"1770","K Dobs"
"1771","L Isik"
"1772","D Pantazis"
"1773","K Petras"
"1774","S Oever"
"1775","D Osher"
"1776","B Conway"
"1777","J Dai"
"1778","S Scherf"
"1779","P Cheng"
"1780","B Chen"
"1781","T Huang"
"1782","T Roberts"
"1783","M Rosenke"
"1784","E Noyes"
"1785","S Sankaranarayanan"
"1786","A O'Toole"
"1787","M Castello"
"1788","M Gobbini"
"1789","M Meltzer"
"1790","J Bartlett"
"1791","M Ramon"
"1792","N Sokhn"
"1793","I Oruc"
"1794","N Nichiporuk"
"1795","K Knoblauch"
"1796","C Abbatecola"
"1797","M Malaspina"
"1798","R Daini"
"1799","J Barton"
"1800","J Kaufmann"
"1801","S Schweinberger"
"1802","F Damon"
"1803","Y Yan"
"1804","W Li"
"1805","P Quinn"
"1806","M Plouffe-Demers"
"1807","Y Zhang"
"1808","D Sun"
"1809","R Srinivasan"
"1810","A Martinez"
"1811","C Saumure"
"1812","S Cormier"
"1813","Z Ye"
"1814","M Kunz"
"1815","M Demers"
"1816","E Gorbunova"
"1817","J New"
"1818","Q Nie"
"1819","J Clarke"
"1820","M Walker"
"1821","S Sinnett"
"1822","N Roque"
"1823","H Furumoto-Deshaies"
"1824","L Shalev"
"1825","J Jacob"
"1826","J Silvanto"
"1827","A Abu-Akel"
"1828","C Mohr"
"1829","B Pitchford"
"1830","K Arnell"
"1831","S Pugh"
"1832","T Menneer"
"1833","D Taunton"
"1834","M Garner"
"1835","N Donnelly"
"1836","P Antonenko"
"1837","E Fieldman"
"1838","M Graziano"
"1839","J Leung"
"1840","H Meyerhoff"
"1841","M Kleiman"
"1842","E Barenholtz"
"1843","R Krynen"
"1844","R Nakashima"
"1845","J Saal"
"1846","J Collins"
"1847","J Borders"
"1848","B Noesen"
"1849","A Braun"
"1850","M Epstein"
"1851","T Emmanouil"
"1852","M Graumann"
"1853","C Ciuffi"
"1854","A Stafford"
"1855","S Courtney"
"1856","F Martens"
"1857","C Smith"
"1858","K Takahashi"
"1859","Y Yotsumoto"
"1860","F Baumgartner"
"1861","R Wang"
"1862","A Cleeremans"
"1863","A Agrawal"
"1864","S Arun"
"1865","S Mansfield"
"1866","T Shepard"
"1867","N Sehgal"
"1868","M Boring"
"1869","M Richardson"
"1870","J Fiez"
"1871","A White"
"1872","J Palmer"
"1873","Y Xiong"
"1874","G Legge"
"1875","A Yamanashi"
"1876","D Addleman"
"1877","A Bratch"
"1878","D Kersten"
"1879","P Scalf"
"1880","S Gayet"
"1881","W Fang"
"1882","S Ravizza"
"1883","D Yi"
"1884","R Redden"
"1885","R Klein"
"1886","A Zivony"
"1887","A Allon"
"1888","D Lamy"
"1889","G Edwards"
"1890","F Contò"
"1891","L Battelli"
"1892","V Vo"
"1893","A Wong-Kee-You"
"1894","S Adler"
"1895","S Born"
"1896","B Haas"
"1897","D Schwarzkopf"
"1898","G Harrison"
"1899","D Wilson"
"1900","M Mills"
"1901","R Amit"
"1902","A Cohen"
"1903","S Greening"
"1904","E Shelepin"
"1905","J Pan"
"1906","Y Porat"
"1907","E Zohary"
"1908","G Senturk"
"1909","W Hahn"
"1910","L Rothkegel"
"1911","H Trukenbrod"
"1912","A Montagnini"
"1913","M Viva"
"1914","K Lowe"
"1915","T Reppert"
"1916","H Sheridan"
"1917","A Kleinsmith"
"1918","R Krauzlis"
"1919","A Bogadhi"
"1920","L Katz"
"1921","A Bollimunta"
"1922","E Bsales"
"1923","J Theeuwes"
"1924","B Wang"
"1925","J Driel"
"1926","T Savage"
"1927","M Nardini"
"1928","J Negen"
"1929","L Thaler"
"1930","A Amedi"
"1931","M Luca"
"1932","T Katus"
"1933","M Flessert"
"1934","E Morris"
"1935","E Collins"
"1936","A Robinson"
"1937","T Flack"
"1938","R Harris"
"1939","T Andrews"
"1940","D Baldauf"
"1941","A Persichetti"
"1942","M Castelhano"
"1943","D Berman"
"1944","T Brandman"
"1945","B Zhou"
"1946","A Torralba"
"1947","J Raymond"
"1948","K Garner"
"1949","E Chantland"
"1950","D Dodgson"
"1951","M Kelly"
"1952","M Jigo"
"1953","H Luo"
"1954","C Burlingham"
"1955","J McDonald"
"1956","S Hillyard"
"1957","B Gibson"
"1958","K Kim"
"1959","D Tonin"
"1960","F Smith"
"1961","S Rossit"
"1962","J Doyon"
"1963","A Wang"
"1964","M Tarr"
"1965","N Tenhundfeld"
"1966","H Wu"
"1967","C White"
"1968","N Shelchkova"
"1969","A Meermeier"
"1970","M Lappe"
"1971","A Bayat"
"1972","M Pomplun"
"1973","D Giaschi"
"1974","A Belopolsky"
"1975","J Leeuwen"
"1976","T Watson"
"1977","A Metha"
"1978","A Anderson"
"1979","N Stoep"
"1980","A Aizenman"
"1981","S Agaoglu"
"1982","R Goldstein"
"1983","J Moreland"
"1984","J Qian"
"1985","S Lei"
"1986","K Zhang"
"1987","Q Lei"
"1988","Q Li"
"1989","A Wright"
"1990","N Broers"
"1991","K Chang"
"1992","M Berryhill"
"1993","V Beck"
"1994","J Cali"
"1995","M Slugocki"
"1996","D Badcock"
"1997","Y Wong"
"1998","J Dickinson"
"1999","J Andersen"
"2000","J Rivera-Aparicio"
"2001","Y Nakashima"
"2002","S Cook"
"2003","J Kominsky"
"2004","B Mahmoudian"
"2005","H Dalal"
"2006","R Nicolson"
"2007","R Shirai"
"2008","H Ogawa"
"2009","L Trujillo"
"2010","E Anderson"
"2011","J Langlois"
"2012","P Azzopardi"
"2013","M Nicholls"
"2014","M Mousavi"
"2015","D Rekow"
"2016","J Baudouin"
"2017","A Leleu"
"2018","K Koldewyn"
"2019","F Capozzi"
"2020","Y Hu"
"2021","N Mahmood"
"2022","A Drain"
"2023","G Yoon"
"2024","M Kwon"
"2025","D Szafir"
"2026","K Cullen"
"2027","J Bisley"
"2028","J Mazer"
"2029","F Hamker"
"2030","A Stigliani"
"2031","D Eagleman"
"2032","M Cai"
"2033","C Stetson"
"2034","C Morrone"
"2035","S Rushton"
"2036","J Kennedy"
"2037","D Linares"
"2038","D Hood"
"2039","P Martin"
"2040","A Roorda"
"2041","D Barner"
"2042","D Crawford"
"2043","D Melcher"
"2044","M Terao"
"2045","J Watanabe"
"2046","M Boi"
"2047","S Nirenberg"
"2048","C Connor"
"2049","D Foster"
"2050","J Macke"
"2051","W Kienzle"
"2052","B Schölkopf"
"2053","M Franz"
"2054","B Backus"
"2055","L Jennings"
"2056","J Swindle"
"2057","A Beers"
"2058","A Johnson"
"2059","R Gurnsey"
"2060","E Runeson"
"2061","H Boyaci"
"2062","S Murray"
"2063","R Foster"
"2064","C Fantoni"
"2065","C Caudek"
"2066","S Fuller"
"2067","L Dam"
"2068","Q Haijiang"
"2069","D Wismeijer"
"2070","R vanEe"
"2071","C Erkelens"
"2072","X Yang"
"2073","Z Liu"
"2074","B Vlaskamp"
"2075","B Alvarez"
"2076","L Robertson"
"2077","A Seydell"
"2078","D Knill"
"2079","J Trommershäuser"
"2080","R Bedford"
"2081","D Mareschal"
"2082","P Thompson"
"2083","K Mikellidou"
"2084","P Schrater"
"2085","J O'Shea"
"2086","M Agrawala"
"2087","K Guckes"
"2088","E Egan"
"2089","A Yazdanbakhsh"
"2090","S Nishina"
"2091","A Tsuruhara"
"2092","A Yonas"
"2093","C Filangieri"
"2094","D Todorovic"
"2095","P Rock"
"2096","M Georgeson"
"2097","C Nandakumar"
"2098","J Malik"
"2099","H Norman"
"2100","T McBride"
"2101","S Davis"
"2102","J Ericson"
"2103","M Montalembert"
"2104","K Kooij"
"2105","C Granrud"
"2106","Z Bian"
"2107","C Leek"
"2108","I Reppa"
"2109","A Pegna"
"2110","S Gilson"
"2111","A Fitzgibbon"
"2112","E Svarverud"
"2113","E Twedt"
"2114","D Proffitt"
"2115","P Arnold"
"2116","L Zhu"
"2117","A Shavit"
"2118","L Matin"
"2119","C Ellard"
"2120","C Mevorach"
"2121","H Allen"
"2122","J Hodsoll"
"2123","G Humphreys"
"2124","E Burg"
"2125","D Talsma"
"2126","L Appelbaum"
"2127","M Woldorff"
"2128","S Katyal"
"2129","S Zughni"
"2130","D Ress"
"2131","H Payne"
"2132","J Bultitude"
"2133","R Rafal"
"2134","A List"
"2135","Z Fan"
"2136","S Muthukumaraswamy"
"2137","K Singh"
"2138","J Bittner"
"2139","R Heide"
"2140","D Fitousi"
"2141","K Sundberg"
"2142","J Reynolds"
"2143","Y Chiu"
"2144","L Gmeindl"
"2145","S Yantis"
"2146","D Brady"
"2147","S McMains"
"2148","S Kastner"
"2149","C Asplund"
"2150","A Snyder"
"2151","C Gilbert"
"2152","R Marois"
"2153","M Jarick"
"2154","C Hawco"
"2155","T Ferretti"
"2156","M Dixon"
"2157","A Le"
"2158","M Keough"
"2159","B Stojanoski"
"2160","M Niemeier"
"2161","A Roe"
"2162","S Yang"
"2163","H Tanigawa"
"2164","A Landau"
"2165","W Prinzmetal"
"2166","F Chua"
"2167","K Moore"
"2168","A Lai"
"2169","D Weissman"
"2170","M Nordfang"
"2171","S Kyllingsbæk"
"2172","C Bundesen"
"2173","N DiQuattro"
"2174","J Chisholm"
"2175","J Moher"
"2176","H Egeth"
"2177","J Cosman"
"2178","J Grose-Fifer"
"2179","S Hoover"
"2180","A Rodrigues"
"2181","T Zottoli"
"2182","R Ha"
"2183","A Muhlenen"
"2184","K Kelly"
"2185","S Mayer-Brown"
"2186","L Jefferies"
"2187","J Enns"
"2188","V Lollo"
"2189","P Dux"
"2190","J Boxtel"
"2191","C Koch"
"2192","R Kanai"
"2193","C Tseng"
"2194","V Walsh"
"2195","D Carmel"
"2196","C Abbey"
"2197","E Ferneyhough"
"2198","D Stanley"
"2199","E Phelps"
"2200","I Mareschal"
"2201","J Solomon"
"2202","M Morgan"
"2203","B Olk"
"2204","M Keetels"
"2205","J Vroomen"
"2206","P Squire"
"2207","P Greenwood"
"2208","R Parasuraman"
"2209","C Mander"
"2210","Y Hou"
"2211","M Fukuchi"
"2212","N Tsuchiya"
"2213","A Lustig"
"2214","A Torralbo"
"2215","M Fallah"
"2216","H Jordan"
"2217","A Flevaris"
"2218","F Fortenbaugh"
"2219","T VanVleet"
"2220","A Albrecht"
"2221","A Fazl"
"2222","E Mingolla"
"2223","D Mendoza"
"2224","C Kaul"
"2225","A Roggeveen"
"2226","K Pilz"
"2227","X Zhuang"
"2228","I Mance"
"2229","L Drummond"
"2230","J Gill"
"2231","J Lin"
"2232","S Ghorashi"
"2233","K Kihara"
"2234","Y Takeda"
"2235","M Fleck"
"2236","S Nielsen"
"2237","T Andersen"
"2238","D Engelhardt"
"2239","J Reiss"
"2240","J Hoffman"
"2241","M Doran"
"2242","E Livesey"
"2243","I Harris"
"2244","C Folk"
"2245","J Elliott"
"2246","B Levinthal"
"2247","B Rosenau"
"2248","T Kelley"
"2249","J Ahn"
"2250","S Offen"
"2251","D Schluppeck"
"2252","S Johnston"
"2253","D Linden"
"2254","W Vogels"
"2255","J Huang"
"2256","Y Pinto"
"2257","H Chang"
"2258","Y Cao"
"2259","S Grossberg"
"2260","A Yashar"
"2261","C Benito"
"2262","G Solman"
"2263","D Smilek"
"2264","J Eastwood"
"2265","L Blalock"
"2266","B Clegg"
"2267","E Richards"
"2268","K Swallow"
"2269","T Makovski"
"2270","J O'Brien"
"2271","H Rutherford"
"2272","A Ferrey"
"2273","E Blagrove"
"2274","D Watson"
"2275","G Davis"
"2276","M Fenske"
"2277","J Sy"
"2278","J Roth"
"2279","Y Tseng"
"2280","C Li"
"2281","X Chen"
"2282","P Craston"
"2283","H Bowman"
"2284","A Jain"
"2285","A Lovett"
"2286","L Itti"
"2287","K Snyder"
"2288","B Sullivan"
"2289","T Mundhenk"
"2290","J Delvenne"
"2291","J Castronovo"
"2292","N Demeyere"
"2293","R Arrighi"
"2294","W Neill"
"2295","G Seror"
"2296","P O'Connor"
"2297","T Garaas"
"2298","T Murakoshi"
"2299","Y Osada"
"2300","S Maeda"
"2301","A Nagy"
"2302","J Olejarczyk"
"2303","M Potter"
"2304","J Kelly"
"2305","K Steelman-Allen"
"2306","J McCarley"
"2307","J Mounts"
"2308","Z Lin"
"2309","F Pestilli"
"2310","B Montagna"
"2311","K Herrmann"
"2312","D Bressler"
"2313","K Shin"
"2314","I Tchernikov"
"2315","S Bentin"
"2316","E Tapia"
"2317","E Broyles"
"2318","B Guenther"
"2319","S Narang"
"2320","A Siddiqui"
"2321","B Lester"
"2322","P Dassonville"
"2323","H Benoni"
"2324","Y Tsal"
"2325","S Drew"
"2326","C Chubb"
"2327","A Williams"
"2328","H Bridge"
"2329","A Parker"
"2330","T Otto"
"2331","M Cavallet"
"2332","C Galera"
"2333","M Grunau"
"2334","A Panagopoulos"
"2335","M Adamo"
"2336","C Pun"
"2337","E Pechenkova"
"2338","A Marino"
"2339","P Howe"
"2340","H Fehd"
"2341","A Seiffert"
"2342","G Jahn"
"2343","P Ko"
"2344","R St.Clair"
"2345","H Haladjian"
"2346","Z Pylyshyn"
"2347","A Kugel"
"2348","J Christensen"
"2349","D Aks"
"2350","C Feria"
"2351","L Gantz"
"2352","H Bedell"
"2353","M Pitts"
"2354","F Allenmark"
"2355","J Read"
"2356","R Ee"
"2357","O Yehezkel"
"2358","A Sterkin"
"2359","R Pierce"
"2360","L O'Kane"
"2361","P Hibbard"
"2362","A Buckthought"
"2363","D Stransky"
"2364","K Schneider"
"2365","H Shigemasu"
"2366","M Jong"
"2367","S Klein"
"2368","C Klink"
"2369","A Noest"
"2370","R Wezel"
"2371","I Tsirlin"
"2372","C Burton"
"2373","A Bartholomew"
"2374","C Crabtree"
"2375","A Craft"
"2376","Y Lerner"
"2377","N Rubin"
"2378","I Serrano-Pedraza"
"2379","K MacKenzie"
"2380","S Watt"
"2381","K Chajka"
"2382","J Wilmer"
"2383","D Saint-Amour"
"2384","B Rogers"
"2385","A Cooperman"
"2386","T Donner"
"2387","M Fried"
"2388","A Arieli"
"2389","D Jones"
"2390","K Murphy"
"2391","C Rios"
"2392","D Baker"
"2393","S Stuit"
"2394","P Costello"
"2395","B Zinszer"
"2396","R Phinney"
"2397","C Huang"
"2398","L Feng"
"2399","R Shannon"
"2400","C Patrick"
"2401","P Kang"
"2402","Y Chai"
"2403","D Anderson"
"2404","Y Su"
"2405","S Leh"
"2406","A Ptito"
"2407","M Schönwiesner"
"2408","M Chakravarty"
"2409","J Christiansen"
"2410","A D'Antona"
"2411","E Miyahara"
"2412","G Francis"
"2413","G Gingras"
"2414","A Komaromy"
"2415","J Alexander"
"2416","C Duncan"
"2417","E Roth"
"2418","I Juricevic"
"2419","X Goh"
"2420","A James"
"2421","J Medina"
"2422","G Whittaker"
"2423","S Stevenson"
"2424","C Feitosa-Santana"
"2425","S O'Neil"
"2426","K McDermott"
"2427","J Werner"
"2428","N Sulman"
"2429","M Bloj"
"2430","D Connah"
"2431","G Finlayson"
"2432","J Ferwerda"
"2433","K Halen"
"2434","A Meyers"
"2435","P Winkler"
"2436","R Grayhem"
"2437","I Pietta"
"2438","M Vurro"
"2439","Y Ling"
"2440","C Witzel"
"2441","T Hansen"
"2442","R Poggesi"
"2443","S Palmer"
"2444","E Allen"
"2445","S Beilock"
"2446","R Knight"
"2447","E Knight"
"2448","E Altschuler"
"2449","A Huang"
"2450","A Hon"
"2451","D VanHorn"
"2452","C Nothelfer"
"2453","M Pedersen"
"2454","J Hardeberg"
"2455","A Logvinenko"
"2456","R Tokunaga"
"2457","S Allred"
"2458","L Lohnas"
"2459","A Radonjic"
"2460","A Gilchrist"
"2461","B Cao"
"2462","B Khang"
"2463","T Putzeys"
"2464","R Goris"
"2465","B Bahrami"
"2466","G Rees"
"2467","T Ro"
"2468","F Sezikeye"
"2469","S Ivory"
"2470","P Barrionuevo"
"2471","E Colombo"
"2472","L Issolio"
"2473","J Schirillo"
"2474","M Rudd"
"2475","F Kingdom"
"2476","G Livitz"
"2477","L Parkes"
"2478","J Marsman"
"2479","G Brouwer"
"2480","T Welsh"
"2481","J Otero-Millan"
"2482","R Leigh"
"2483","A Serra"
"2484","X Troncoso"
"2485","S Macknik"
"2486","S Martinez-Conde"
"2487","A Willis"
"2488","P Tseng"
"2489","I Cameron"
"2490","D Munoz"
"2491","R Zhou"
"2492","M Grünau"
"2493","F Ostendorf"
"2494","C Ploner"
"2495","J Park"
"2496","E Shimojo"
"2497","D Kelly"
"2498","S Miellet"
"2499","K Foreman"
"2500","M Koningsbruggen"
"2501","O Savina"
"2502","D Guitton"
"2503","J Edelman"
"2504","J Ryan"
"2505","M Grosbras"
"2506","D Pai"
"2507","D Owens"
"2508","A Osborn"
"2509","T Holmes"
"2510","J Zanker"
"2511","M Abegg"
"2512","J Ford"
"2513","M Milosavljevic"
"2514","V Navalpakkam"
"2515","A Rangel"
"2516","M Cui"
"2517","M Lengyel"
"2518","B Schnitzer"
"2519","Z Pizlo"
"2520","M Tong"
"2521","L Dang"
"2522","L Renninger"
"2523","D Fletcher"
"2524","B Sheliga"
"2525","E FitzGibbon"
"2526","F Miles"
"2527","B White"
"2528","S Boehnke"
"2529","R Marino"
"2530","M Tibber"
"2531","M Schneps"
"2532","M Yokota"
"2533","Y Yokota"
"2534","S Blurton"
"2535","J Knöll"
"2536","M Michel"
"2537","T Nijboer"
"2538","A Kaminiarz"
"2539","J Patrick"
"2540","M Sommer"
"2541","F Maij"
"2542","C Cantor"
"2543","C Schor"
"2544","H Yoo"
"2545","A Reichow"
"2546","G Erickson"
"2547","K Citek"
"2548","D Liston"
"2549","C Cheng"
"2550","L Collimore"
"2551","D Paré"
"2552","S Desa"
"2553","S Joordens"
"2554","P Mitchell"
"2555","C Howard"
"2556","I Gilchrist"
"2557","T Troscianko"
"2558","M Vo"
"2559","J Henderson"
"2560","L Smith"
"2561","H Shen"
"2562","P Perona"
"2563","A Herbert"
"2564","B Richard"
"2565","D Ellemberg"
"2566","S Naito"
"2567","C Turgeon"
"2568","S Pannasch"
"2569","C Benton"
"2570","M Burke"
"2571","G Barnes"
"2572","H Ko"
"2573","Z Jin"
"2574","E Guzman-Martinez"
"2575","P Leung"
"2576","Y Rossetti"
"2577","R Salemme"
"2578","W Schneider"
"2579","B Velichkovsky"
"2580","J Jovancevic"
"2581","M Glaholt"
"2582","E Reingold"
"2583","C Bradley"
"2584","B Geisler"
"2585","M Höfler"
"2586","C Körner"
"2587","G Luo"
