cor.GA.cor,cor.GIAC.cor,cor.AIGC.cor
 0.06486115,-0.15242739,0.04703098
-0.003595633,-0.19373444,0.00195838
-0.02390245,-0.24792081,0.06724401
-0.02612253,-0.20303436,0.07976056
-0.006281493,-0.208577136,0.129503845
 0.06978588,-0.20832208,0.02860845
 0.08065177,-0.1692382,0.02659317
 0.007207734,-0.225511636,0.111732757
-0.05658104,-0.21286727,0.0905328
-0.05616253,-0.20012613,0.05291413
 0.02549380,-0.17452661,0.08959903
 0.01783484,-0.20302941,0.05179121
 0.076054013,-0.170851729,0.005419532
-0.03180356,-0.20690629,0.05741678
 0.006962388,-0.198222281,0.056388028
-0.02087109,-0.20720409,0.07056407
-0.04364069,-0.16911042,0.06602832
-0.03939625,-0.24399265,0.04341048
 0.01028077,-0.15211401,0.0554685
 0.08319163,-0.19224555,0.04354141
-0.007133004,-0.202499864,0.046360442
-0.02207746,-0.16962769,0.07314444
 0.02463785,-0.22333917,0.05583672
-0.05621955,-0.20285336,0.02180851
 0.0007660783,-0.1794799039,0.102674434
 0.01322569,-0.15647521,0.04610033
 0.06243489,-0.2143917,0.07684672
 0.03578264,-0.20561348,0.03229324
-0.01302784,-0.17934928,0.10681349
-0.003439695,-0.205935604,0.055331428
 0.05012159,-0.16520303,0.0849454
 0.10633970,-0.20914652,0.05655614
 0.03002997,-0.14434073,0.10460497
 0.05830323,-0.15119403,0.05159263
-0.005677169,-0.179924221,0.064902259
-0.007745506,-0.152839498,0.078155931
-0.009769314,-0.151825346,0.017759057
-0.02626564,-0.15504564,0.08143061
 0.008206883,-0.184433531,0.088909851
-0.008831308,-0.252163944,0.044235087
 0.0004066544,-0.2065614377,0.0799197805
-0.01148191,-0.14245492,0.097806390000000007
 0.02284576,-0.16634725,0.07457743
-0.02180808,-0.1767201,0.05168609
 0.07701012,-0.25572304,0.04860039
 0.10988040,-0.20997164,0.03555154
-0.02407192,-0.16991471,0.05029571
 0.04647055,-0.16925104,0.09625253
-0.05524641,-0.1595111,0.08322469
 0.003603284,-0.210629727,0.050208055
-0.06543343,-0.25749476,0.07958572
 0.09132436,-0.16727727,0.03758133
 0.03281838,-0.1656567,0.05768531
-0.009421426,-0.246138869,0.061340975
-0.0099818712,-0.1569390234,-5.16627e-5
 0.04328392,-0.19651217,0.05038272
 0.05790370,-0.18505067,0.02210234
 0.02100285,-0.15577261,0.08589649
 0.00577319,-0.1735617,0.02193415
-0.02832187,-0.20182259,0.04658747
-0.06572042,-0.1605255,0.05828916
 0.02007272,-0.14629961,0.06920263
 0.003993388,-0.152690837,0.064250551
-0.0006796095,-0.1712182554,0.0885761443
 0.01252491,-0.13699038,0.06191711
 0.05831689,-0.16468732,0.06052596
 0.02187393,-0.2219864,0.04828294
 0.002694674,-0.159836068,0.094997221
-0.007133332,-0.213098297,0.059229037
 0.015317201,-0.165001821,-0.003377988
 0.008704843,-0.232885016,0.06722885
 0.02852228,-0.18201692,0.08829681
-0.0712323,-0.1529308,0.0674909
 0.04712735,-0.15763569,0.04613023
 0.01259815,-0.18052103,0.04351394
 0.0025644166,-0.1746579609,9.033153e-4
 0.03968926,-0.18243817,0.05018327
 0.02972284,-0.18983983,0.07722185
 0.04228916,-0.15679469,-0.00268335
 0.01656584,-0.17882755,0.0183219
 0.04581226,-0.1865546,0.05878422
 0.05456884,-0.17399503,0.08364869
-0.009913267,-0.184675297,0.047969666
-1.208377e-05,-0.1516379,0.05884749
-0.009684292,-0.126623005,0.108173599
 0.02347280,-0.18403172,0.05965053
-0.05770344,-0.19383893,0.16689778
-0.01894437,-0.21333474,0.01598295
-0.005387355,-0.196387806,0.125647653
 0.02880785,-0.1866096,0.06298488
-0.0250844,-0.1456682,0.069573
-0.004187755,-0.195998238,0.140793614
 0.01615026,-0.18181045,0.02201383
 0.03239711,-0.19980804,0.04853139
 0.01843863,-0.20569619,0.04255503
 0.02271648,-0.18638844,0.02929622
 0.01595101,-0.17366408,0.09101481
 0.06003108,-0.18805686,0.03558426
-0.02993079,-0.18977464,0.03960817
 0.01490181,-0.1487708,0.07740318
 0.06024593,-0.15709841,0.03675504
-0.01492851,-0.19824651,0.07846114
-0.02565999,-0.15182869,0.0981866
 0.05561479,-0.15460876,0.04283288
 0.009635867,-0.157896429,0.053498911
-0.02864937,-0.16135167,0.0614495
 0.01366924,-0.09548951,0.02571813
-0.01578395,-0.14422108,0.04343831
 0.01587901,-0.16161332,0.08887422
 0.04071999,-0.20291233,0.01561638
 0.04656807,-0.13973105,0.05274739
-0.01004786,-0.19235224,0.06176931
-0.01343122,-0.21841472,0.00332753
 0.06752068,-0.15411047,0.07447767
-0.02705555,-0.23994444,0.11594419
-0.009150879,-0.180291167,0.043097587
-0.06601822,-0.20654064,0.0726055
 0.03377220,-0.19006806,0.06293128
 0.02433195,-0.1814728,0.07621622
 0.01577548,-0.2066886,0.04926108
-0.07679364,-0.18846943,0.06554542
-0.0864583357,-0.1245821183,1.769687e-4
 0.08587816,-0.14291914,0.04536461
-0.01011182,-0.14712597,0.03764296
 0.01330351,-0.16180039,0.05043857
 0.01338111,-0.16991371,0.05538664
 0.008946709,-0.180499527,0.04553685
 0.01237198,-0.2144016,0.06434369
 0.05818163,-0.20357745,0.02833254
 0.01613611,-0.15411697,0.06874409
 0.01640528,-0.1843187,0.01854797
 0.02910633,-0.2077392,0.07071642
 0.09495047,-0.18557456,0.04945812
-0.02124598,-0.17716229,-0.01524866
 0.05918653,-0.20881226,0.10013744
 0.01821027,-0.19524745,0.03575975
 0.05271517,-0.18948148,0.05380824
 0.04883579,-0.16757123,0.07559412
 0.02344161,-0.17589358,0.07113874
-0.03285523,-0.12263137,0.06531163
-0.05404275,-0.18044418,0.03234307
 0.01232162,-0.16934558,0.06379064
 0.05399125,-0.18748878,0.07371044
 0.04291121,-0.12936524,0.06240701
-0.05250611,-0.17468037,0.05974276
 0.02577443,-0.13156305,0.11622473
 0.06359721,-0.21595106,0.04054098
 0.07618655,-0.17681978,0.12331048
-0.02290025,-0.16745286,0.08574921
 0.01563661,-0.19283113,0.03726779
 0.04329273,-0.1590479,0.0668529
-0.02917745,-0.2361679,0.05951939
 0.02754479,-0.11148264,0.03471858
 0.08049261,-0.16062847,0.07452995
 0.056693345,-0.214930508,-0.005934536
 0.01329099,-0.18345593,0.06005649
 0.01925144,-0.18728527,-0.01711543
 0.04916636,-0.1774759,0.07883429
-0.06482980,-0.19213336,0.07709267
-0.04810748,-0.16257501,0.0625967
-0.005707053,-0.1665192,0.099494535
 0.0229156,-0.1946757,0.013298
-0.04092568,-0.12119427,0.08058653
-0.04013713,-0.18154235,0.07149876
 0.002290836,-0.166475604,0.036669468
 0.09990792,-0.1308106,0.01198063
 0.01254002,-0.21164957,0.03512714
 0.02836946,-0.16768057,0.08984126
-0.003530598,-0.154679392,0.052060658
-0.0007592702,-0.2294773054,0.0928135782
-0.001878769,-0.1291331,0.022288881
 0.04886231,-0.15748782,0.04597
 0.04691828,-0.17307391,0.08535124
-0.03471148,-0.15922901,0.06376464
-0.0007634071,-0.2533644875,0.0013616436
 0.05600562,-0.19930398,0.03222835
 0.07263237,-0.19579816,0.05904571
 0.05484369,-0.19845639,0.01136931
-0.02728991,-0.20910496,0.08406253
 0.05630013,-0.18003902,0.08310147
-0.03033013,-0.23310022,0.03666462
-0.02027006,-0.12333675,0.04490985
 0.07917815,-0.17726352,0.05043869
-0.009562128,-0.219840975,0.070323392
-0.04323332,-0.15008327,0.05586041
 0.07495710,-0.17313981,0.05722587
 0.05226785,-0.16489431,0.0433023
 0.02141981,-0.15834577,0.05843889
 0.005461003,-0.125745213,0.074951609
 0.077146979,-0.161976372,-0.009349541
 0.00765513,-0.21092602,0.0448676
 0.04191856,-0.15458268,0.06306882
-0.00503536,-0.19291979,0.03307384
 0.09981521,-0.21243767,0.04493971
 0.04829584,-0.19622054,0.07365577
 0.03894180,-0.13360637,0.08313971
 0.006364403,-0.175874182,0.031157985
 0.049229661,-0.181258018,0.003128522
-0.01878118,-0.19166691,0.04664093
 0.05150111,-0.13658952,0.02653836
-0.01186798,-0.19301327,0.050037
 0.009833797,-0.172433804,0.028419548
 0.05590643,-0.18101248,0.09734394
 0.03390303,-0.11982137,0.0495406
 0.05841084,-0.20068609,0.0295461
 0.000876163,-0.184885289,0.019480444
 0.00231225,-0.20240089,0.0372349
-0.04951410,-0.19944025,0.06637582
-0.06104723,-0.16704156,0.1004404
 0.0008820779,-0.2552117507,0.070154463
 0.03563407,-0.18595561,0.04916084
 0.03353499,-0.21370397,0.06746372
 0.03885696,-0.21019621,0.08520697
-0.02281538,-0.17324918,0.07194533
-0.01382629,-0.19708122,0.07246209
 0.031103413,-0.146699432,0.006842695
-0.009982076,-0.187956945,0.06901509
 0.04927049,-0.21781222,0.04611712
 0.008375697,-0.235737529,0.05703618
 0.008646952,-0.220176138,0.056633555
-0.01722152,-0.18171436,0.09522918
-0.04840847,-0.20439879,0.03651462
-0.00678399,-0.13500614,0.06326387
-0.04313011,-0.16298236,0.10754356
-0.02869389,-0.21073883,0.06020895
 0.02665091,-0.17816658,0.06515958
 0.008295394,-0.203991191,0.082549108
-0.00126349,-0.18973559,0.0757636
 0.03532844,-0.22858097,0.01985928
-0.02832417,-0.21042379,0.05756214
 0.02205745,-0.1968302,0.04898446
-0.01424839,-0.1983685,0.07186777
-0.03552140,-0.17863909,0.02890005
 0.01981926,-0.19072539,0.08803564
-0.0001901218,-0.2077727362,0.0614620062
 0.01526245,-0.22423299,0.06213846
 0.01296575,-0.15610515,0.0615682
 0.06329161,-0.21988098,0.02104412
 0.02632555,-0.21021178,0.08886763
 0.02028867,-0.20264937,0.06842279
 0.002172753,-0.143839733,0.144705804
-0.02663374,-0.1675948,0.0437713
-0.05916587,-0.21443668,0.11753796
-0.03819309,-0.16101981,0.06807971
 0.01300072,-0.15127074,0.09077825
-0.01394665,-0.15687747,0.08230961
-0.07469067,-0.20207563,0.06496574
 2.642329e-05,-0.2652495,0.04945623
 0.00379504,-0.14725762,0.03543186
 0.02068775,-0.20085021,0.05904725
 0.03563152,-0.20559208,0.03922049
 0.08196481,-0.18054592,0.05124753
-0.006219331,-0.154802127,0.029735988
 0.03552931,-0.1907083,0.01640427
-0.03665385,-0.2028763,0.08287655
 0.01488623,-0.18292905,0.04189035
 0.02113221,-0.16794569,0.04309867
 0.08321158,-0.21493141,0.03340497
 0.10418761,-0.15282343,-0.03575925
 0.002579429,-0.190879308,0.113758797
 0.03092581,-0.15948834,0.04434861
 0.04933795,-0.18117828,0.03878774
 0.03235487,-0.19895205999999999,0.05521321
 0.002934357,-0.193009523,0.034222981
 0.03549120,-0.18533395,0.07099493
-0.001470384,-0.134481245,0.109208847
-0.07305542,-0.16780744,0.04727889
 0.1153171,-0.194841,0.0183069
-0.03825002,-0.17424116,0.02349934
 0.04450278,-0.18271282,0.01780501
 0.08480232,-0.23261527,-0.02595544
 0.07924229,-0.20412199,-0.01232362
-0.07164824,-0.19496704,0.09260356
 0.04299797,-0.17354079,0.09125225
 0.041307257,-0.120921587,-0.004358243
-0.06133274,-0.18712849,0.0993573
 0.02939205,-0.15897974,0.14267401
-0.03710217,-0.14992931,0.05736068
 0.11035809,-0.14763228,0.01971819
 0.03357447,-0.24189453,0.1132674
-0.03352729,-0.15070763,0.10948122
 0.07413814,-0.18233234,0.08192882
 0.07242800,-0.21066206,0.06761223
-0.05097663,-0.17894096,0.04395844
 0.08025535,-0.19332811,0.11175064
 0.01304839,-0.18099077,0.05098064
-0.0114442,-0.2334896,0.1168066
 0.00852971,-0.19850044,0.01440128
-0.003459468,-0.190076049,0.081821608
-0.01900278,-0.15703767,0.01960278
 0.02543756,-0.13368873,0.04871833
 0.03242161,-0.13639105,0.03473896
 0.02367924,-0.17452489,-0.01699458
 0.008113468,-0.204408193,0.061354651
-0.03572692,-0.20467809,0.04587261
-0.006427804,-0.169102448,0.027560606
 0.04133753,-0.13492952,0.09215667
-0.02248246,-0.18403677,0.06016437
 0.03044806,-0.20137119,0.0628715
 0.01244262,-0.20073539,-0.01880606
 0.03122422,-0.16547808,0.07753964
 0.00674842,-0.19940571,0.10674185
 0.01055507,-0.22940876,0.01361822
 0.03124311,-0.18414429,0.09807357
 0.04852817,-0.14826899,0.06586088
 0.003718935,-0.161243733,0.017958052
 0.009909335,-0.169755684,0.097086369
 0.06425834,-0.17863817,0.01081739
-0.02374435,-0.18220997,0.08975041
 0.083595864,-0.160514473,-0.003718163
 0.0405695,-0.1867666,0.100433
-0.04246528,-0.19217613,0.11260716
 0.02220600,-0.17399477,0.07324516
 0.05416666,-0.23760891,0.05328086
 0.017704301,-0.178565289,0.002433861
-0.061902659,-0.161316477,0.007078747
 0.05653196,-0.18246283,0.04448923
 0.03956014,-0.19044826,0.0736098
 0.03840580,-0.18872709,0.07665361
 0.05071561,-0.2223948,0.0768046
 0.02985603,-0.22682725,0.06958186
-0.017519985,-0.210617238,1.50553e-4
-0.0251589,-0.1949979,0.1102758
-0.006378715,-0.16982156,0.052509846
-0.04659062,-0.25396095,0.07295039
 0.12320177,-0.11343682,0.07134282
 0.01656361,-0.16828725,0.06566819
 0.02270101,-0.18895591,0.08756217
 0.001603686,-0.173240174,0.0823632
 0.001562424,-0.175475618,0.020716701
 0.02021546,-0.16731821,0.05221268
-0.005721872,-0.194791388,0.039716897
 0.07551975,-0.23885614,0.0331239
 0.038009398,-0.251561816,0.004090026
-0.007390192,-0.199799399,0.047816398
 0.02548411,-0.16263084,0.01410533
-0.01248284,-0.22685356,0.09042429
 0.04605034,-0.13548412,0.02213226
-0.02433226,-0.16450864,0.04057487
 0.008215173,-0.218921873,0.067507445
-0.04266307,-0.22496604,0.03165103
-0.008172283,-0.184991685,0.06378303
 0.04936140,-0.19115747,0.05347193
 0.05750804,-0.2013138,0.03229798
-0.04132907,-0.1955632,0.08217221
 0.003242547,-0.163636966,0.085122924
 0.04069003,-0.15668354,0.03679401
-0.01795591,-0.25527342,0.04717051
-0.02329940,-0.13819474,0.08278619
 0.03259402,-0.1608989,0.02539547
 0.02853278,-0.1770098,0.0397852
 0.02091823,-0.2274169,0.0462067
 0.01557095,-0.16295166,0.11959076
-0.03530016,-0.20656496,0.07892579
-0.0008885334,-0.2066317275,0.0517622682
 0.01106974,-0.12658682,0.06295886
 0.12135345,-0.1657894,0.04102079
 0.02293810,-0.2066197,0.08243952
-0.04409319,-0.21722443,0.08054672
-0.05541313,-0.1686481,0.09051889
 0.05730827,-0.22414956,0.06043489
-0.013890202,-0.188738229,-0.006556696
 0.01029341,-0.21880324,0.02444637
 0.05709909,-0.22259255,0.08461782
 0.03884262,-0.12412144,0.05781098
-0.03558083,-0.1531441,0.09362394
 0.003117564,-0.18804563999999999,0.099294583
-0.005088870,-0.196553077,0.006381946
-0.004295436,-0.161957762,-0.016043685
 0.008978495,-0.157462094,-0.027859885
 0.08519851,-0.19664187,0.06489186
 0.09946689,-0.21674353,0.02554659
-0.053077091,-0.210407084,0.006867941
 0.009559361,-0.176343886,0.106619014
-0.002803293,-0.151807141,0.073420842
 0.01807189,-0.13116132,0.08365899
-0.04046265,-0.20592703,0.07496732
 0.06636379,-0.19297789,0.05041493
 0.0197155,-0.2143271,0.108235
-0.03889959,-0.23793767,0.02321623
 0.01138881,-0.16079378,0.049566
-0.04395081,-0.22384048,0.07975345
 0.01562765,-0.23208117,0.07826336
-0.02859911,-0.16975449,0.04051338
 0.03179214,-0.16572106,0.05693184
 0.02157386,-0.20932586,0.06700742
-0.01685125,-0.23062652,0.05944112
 0.02747227,-0.17334865,0.06448381
-0.04054413,-0.18287869,0.08424005
 0.01044009,-0.16294386,0.07449417
-0.001495459,-0.214643974,0.038561802
-0.07843028,-0.20446552,0.08672726
-0.01614930,-0.11751037,0.01686079
-0.008063936,-0.229567147,0.067746875
-0.02844737,-0.18260017,0.12418832
-0.004811695,-0.121580312,0.061014983
-0.008874873,-0.200600512,0.076465292
 0.01487798,-0.17616901,0.05132677
-0.0200638,-0.1853017,0.1054454
 0.05524428,-0.17855381,0.06794482
 0.04493351,-0.1751842,0.07490779
-0.01622816,-0.21014875,0.0805318
 0.02375545,-0.13386687,0.09844625
 0.0174940,-0.1980146,0.1001671
-0.07600125,-0.16844434,0.04804907
 0.02113196,-0.17574146,0.06718933
 0.04437066,-0.2540514,0.01508415
-0.01861043,-0.17520435,0.01943597
 0.05504878,-0.17504358,0.01460549
-0.08685989,-0.13885031,0.03265448
-0.009688315,-0.2339597,0.057872403
 0.02735163,-0.21011398,0.09105744
-0.03912125,-0.21272963,0.11223163
 0.02955401,-0.15164425,0.05440871
-0.03281185,-0.18177026,0.07023779
-0.01174233,-0.14005123,0.0701027
 0.09571326,-0.18480103,0.02086892
 0.01153803,-0.21718861,0.04309698
 0.03866255,-0.18460782,0.01415072
 0.02423403,-0.17483133,0.06600914
 0.01225764,-0.18098377,0.07634964
 0.11229749,-0.19806881,0.05207628
-0.03271454,-0.15190852,0.11735278
-0.03717561,-0.16828907,0.08180797
 0.006347291,-0.154280138,0.024856296
 0.03115145,-0.19556468,0.04645262
-0.0008555751,-0.2309767658,0.0446426611
 0.03996681,-0.21578546,0.08956743
-0.05195597,-0.17189801,0.11173093
 0.02845858,-0.18039039,0.08045624
 0.09435066,-0.21291802,0.09068342
-0.01420079,-0.15801516,0.03992676
-0.0009883375,-0.1614408645,0.0581932251
 0.03814501,-0.1247942,0.07116731
 0.06412041,-0.20603303,0.04313592
-0.04014094,-0.18783097,0.1174517
-0.03195294,-0.15741314,0.06813518
-0.03246669,-0.16256147,0.12137483
-0.07816101,-0.14416262,0.039977939999999997
 0.05324728,-0.19217947,0.03512844
-0.06752352,-0.24859864,0.13643556
 0.06593070,-0.17675634,0.06121621
 0.006091725,-0.159266456,0.082640123
 0.001708907,-0.157674611,0.037227614
-0.07366969,-0.15573006,0.0854265
-0.02176420,-0.12772628,0.04753187
-0.01232451,-0.13961721,0.05778743
 0.08401606,-0.15218235,0.02509689
 0.05802378,-0.15527387,0.06385789
 0.052463617,-0.181055386,0.004660281
 0.001823477,-0.175512089,0.022959301
-0.02124302,-0.18684812,0.07177986
 0.035828492,-0.188194727,0.002671768
-0.02691265,-0.17806675,0.05852714
-0.03919172,-0.23090431,0.04493982
-0.06202042,-0.13456049,0.10929378
 0.03043781,-0.17698456,0.04934316
 0.01654144,-0.23991249,0.075398
-0.02266917,-0.1663433,0.07837561
 0.03874675,-0.20914629,0.14126635
 0.05310594,-0.16501675,0.06285863
 0.02642930,-0.21246602,0.04413187
 0.03664282,-0.25731793,0.09388047
 0.09540679,-0.16932154,0.06978731
 0.02753402,-0.16657294,0.0501369
 0.047526624,-0.190629891,0.006348366
-0.09402084,-0.23082973,0.0998681
-0.001703198,-0.233128968,0.038047881
-0.01595336,-0.14378512,0.04646381
-0.002698247,-0.143743171,0.119335094
-0.06711038,-0.14676255,0.12231971
-0.04524361,-0.18317083,0.07059074
-0.002397933,-0.158358464,0.023476113
 0.006423043,-0.20276297,0.086954161
 0.007741449,-0.21664639,0.039270028
 0.01016351,-0.13105778,0.06181132
-0.06940549,-0.22667747,0.01791572
-0.02663531,-0.19925648,0.08402132
 0.08840442,-0.18346697,0.03839714
-0.01012003,-0.16869197,0.05080773
 0.05426816,-0.15694678,0.04200834
-0.03141851,-0.16601243,0.04774448
-0.006123548,-0.17372634,0.044322053
 0.01861786,-0.17057914,0.04573743
-0.02914628,-0.22386851,0.02601671
-0.05728754,-0.11105865,0.07919609
-0.001352612,-0.158795055,0.003214045
 0.07370024,-0.18859903,0.03720779
-0.07054370,-0.17356444,0.05355253
-0.004420654,-0.215939104,0.083457225
 0.13105165,-0.1496791,0.05325942
 0.003062883,-0.184001288,0.085428204
 0.01524516,-0.23128629,0.06357898
 0.03646879,-0.14097274,0.06768624
 0.02272181,-0.15675998,0.07111355
-0.05113884,-0.19504932,0.03062058
 0.02560136,-0.17549431,0.09902167
 0.02260350,-0.1420079,0.05443666
 0.04125164,-0.22948284,0.01316828
 0.05767689,-0.18382882,0.03965216
-0.03226808,-0.24138261,0.01556384
 0.04065993,-0.17549397,0.07734903
 0.02839296,-0.20867206,0.03603462
 0.03248570,-0.1710628,0.07957442
 0.05375943,-0.15518864,0.08050927
-0.044186457,-0.191992267,-0.002601926
 0.1150728,-0.2260069,0.0557775
-0.06724942,-0.16538414,0.05212264
 0.024228098,-0.185236506,-0.006642563
 0.04001483,-0.21274221,0.09105624
 0.02886307,-0.19185527,0.04511286
-0.02958017,-0.19529336,0.0469678
-0.005122643,-0.204544255,0.044055202
 0.03528003,-0.15835957,0.02566345
 0.06696777,-0.20732685,0.05375546
-0.04808342,-0.23772705,0.01551543
 0.02983140,-0.2111466,0.06391041
-0.04096946,-0.07825283,0.02173418
 0.02393750,-0.16894626,0.01331475
-0.05890181,-0.1209825,0.07833253
-0.005977011,-0.171480008,0.098215129
-0.01427098,-0.15577559,0.09517128
 0.06903224,-0.16552233,0.0250948
 0.06256426,-0.21916743,0.03819327
-0.06416258,-0.19523384,0.04091387
 0.01076702,-0.15124273,0.10094272
-0.03923685,-0.21798511,0.07586033
 0.08671059,-0.18781781,0.10333042
 0.08541047,-0.14225427,0.07573065
 0.0715954,-0.1365467,0.0655468
 0.01176129,-0.1804454,0.05207658
-0.005164705,-0.225768127,0.08135208
 0.005569308,-0.200735637,-0.006642306
 0.01602058,-0.15191067,0.05236647
 0.00841437,-0.18295211,0.08514065
-0.01893482,-0.20854979,0.08425328
 0.04952827,-0.19681492,-0.01890726
 0.04722702,-0.1840269,0.04560255
-0.04692057,-0.19050272,0.06113217
-0.05120235,-0.18958596,0.04498395
 0.03920516,-0.1582764,0.05548099
-0.03054772,-0.19318244,0.04214174
-0.03043247,-0.19273585,0.06221474
 0.03665028,-0.14205476,0.02737701
-0.01971539,-0.17567045,0.05654081
-0.04248462,-0.2120498,0.04665557
 0.03004113,-0.13404485,0.07959119
 0.08665114,-0.20242664,0.0999013
 0.009896902,-0.213510465,-0.004600112
 0.04046632,-0.19023741,0.07967088
-0.006079696,-0.197949501,0.096508604
-0.003251313,-0.204833912,0.103032882
 0.0332771139,-0.2145615592,-7.201629e-4
-0.02121721,-0.17075234,0.08037594
-0.004566325,-0.153042921,0.066730483
 0.02947112,-0.17950515,0.06017929
-0.007666481,-0.177882455,0.074440985
 0.01213846,-0.15469503,0.06522426
 0.06358555,-0.19137906,0.07656072
 0.03196616,-0.15849641,0.07810516
-0.005866892,-0.17286297,0.03088863
 0.004979649,-0.192307235,0.036257919
-0.002413813,-0.185229449,0.026238297
 0.02717492,-0.19520569,0.05952735
-0.01415115,-0.20317572,0.05052356
 0.001162277,-0.317324747,0.068526833
 0.008879389,-0.20074751,0.028240903
-0.007418246,-0.208869516,0.029342795
-0.03743711,-0.1971988,0.07661966
 0.09842467,-0.16439666,0.02301851
 0.06037533,-0.20896904,0.05929441
-0.09264848,-0.15654123,0.09116375
 0.120953274,-0.218193005,0.003042271
-0.03746029,-0.21167749,0.04721537
-0.04829842,-0.1843214,0.06544073
 0.01008400,-0.17042762,0.09142292
-0.01958549,-0.1566764,0.06062961
-0.01374724,-0.16752135,0.06925684
 0.043157726,-0.170298887,-0.003276511
 0.05273733,-0.15881745,0.00564338
-0.06733888,-0.21704096,0.09669663
 0.04541254,-0.18423407,0.08366113
-0.02833780,-0.16071377,0.06142338
-0.11364593,-0.2324228,0.04253031
 0.01611943,-0.18557166,0.09480372
 0.001383634,-0.198174038,0.041642219
 0.02151223,-0.24015524,0.03263757
-0.03619915,-0.16827166,0.05598789
-0.03952758,-0.17021045,0.06534642
-0.06720150,-0.20328812,0.05042506
 0.05104594,-0.1711484,0.03681644
 0.04331706,-0.13790951,0.10568006
 0.07470144,-0.2104308,0.02304548
-0.05196765,-0.1907046,0.10366943
-0.005808799,-0.170396146,0.051126054
-0.06975205,-0.1231234,0.04972155
-0.07072105,-0.19837276,0.05522018
 0.04991523,-0.21958679,0.02622688
 0.07046376,-0.16846185,0.03386858
-0.005965259,-0.148063374,0.084046495
 0.05895991,-0.19069302,0.03935875
 0.01873103,-0.19114026,-0.01503323
 0.001146629,-0.163387885,0.027321274
 0.002216742,-0.254552718,0.060579266
-0.04100822,-0.16193612,0.04770188
 0.06328273,-0.22348121,0.03061043
 0.03809522,-0.13815907,0.03154262
-0.02768105,-0.14506425,0.10776135
-0.08035962,-0.17560102,0.06388785
-0.08355802,-0.18635432,0.08989233
 0.03336673,-0.13549487,0.07963191
 0.05023299,-0.16028149,0.01241777
 0.02863650,-0.20714224,0.08078628
-0.02166898,-0.19251117,0.04730108
 0.01338229,-0.13839455,0.03481354
-0.06263569,-0.18569329,0.03616491
 0.04906054,-0.17336269,0.09274363
 0.009943156,-0.191857433,0.109057287
 0.01383060,-0.19106193,0.05732068
-0.001540996,-0.172211183,0.094701406
 0.02796937,-0.19425094,0.10437286
-0.07874990,-0.18856278,0.07274061
 0.06658802,-0.15650526,0.05624755
-0.01323648,-0.1352527,0.07516523
 0.01437200,-0.24991097,0.09050035
 0.08337234,-0.19268184,0.07345408
 0.03160160,-0.22603766,0.02031688
 0.05735523,-0.22022816,0.09729413
-0.02642897,-0.17667524,0.027553770000000002
 0.01287634,-0.17688664,0.04951869
-0.002649488,-0.219576349,0.058134582
 0.03335247,-0.18961055,0.085143
 0.02526730,-0.19979405,-0.02025273
-0.004193768,-0.204059447,0.030180138
 0.10990306,-0.17120833,0.07894747
-0.03961657,-0.16871619,0.01164623
-0.001560204,-0.180642446,0.035959236
 0.01084266,-0.20343168,0.03711399
 0.09801927,-0.16931835,0.03696229
 0.07103738,-0.19610049,0.05614467
-0.007648624,-0.192821929,0.084150877
 0.05715098,-0.21652172,-0.02329088
-0.01194856,-0.16688024,0.10626311
 0.03637725,-0.1820048,0.07046058
-0.02487248,-0.2132676,0.12629774
 0.039522320,-0.141908273,-0.005555417
-0.02085378,-0.16139604,0.01409092
-0.01801163,-0.19018012,0.1263401
-0.009059229,-0.160017571,0.030591503
 0.03105011,-0.13864006,0.05455248
 0.01364083,-0.1966748,0.06940859
 0.00298167,-0.21089813,0.06483109
 0.04398363,-0.15755968,0.03205603
 0.01691936,-0.21380204,0.06761042
-0.01948550,-0.20715303,0.05574348
 0.0153558,-0.1788026,0.0578497
-0.04221896,-0.19171087,0.03922089
-0.02509785,-0.21686313,0.03626654
-0.004498033,-0.158913353,0.131552507
 0.05789523,-0.20194666,0.03166513
 0.07708555,-0.21854097,0.09084191
 0.05621012,-0.19941855,0.05462093
 0.02598481,-0.21685522,0.07286626
 0.0091068,-0.2172499,0.1305745
-0.03890062,-0.15487593,0.02639015
-0.004845005,-0.18917361,0.08889335
 0.05931585,-0.17688575,0.05720238
 0.01622833,-0.19279024,0.06074165
 0.05692908,-0.17243387,0.09094871
 0.07690784,-0.19824931,0.09347767
-0.01631039,-0.18143517,0.07886744
-0.01627141,-0.12720742,0.07387554
 0.003465698,-0.210023386,0.037984919
-0.01678095,-0.20244954,0.02662198
 0.05264474,-0.1219146,0.0527435
 0.009581992,-0.225287631,0.036752131
 0.02807678,-0.18657779,0.07910646
 0.061432891,-0.19346205,-0.004475364
-0.05315860,-0.19484038,0.06359871
-0.01430330,-0.19120989,0.04414903
-0.03270900,-0.17604708,0.06770161
 0.04556062,-0.12585684,0.05821157
 0.01299638,-0.1887866,0.1320621
-0.028317980,-0.225785269,0.009329326
 0.003620803,-0.167807692,0.035523582
-0.08148521,-0.15477015,0.06829836
-0.03683719,-0.17017583,0.0194924
-0.01577913,-0.18189752,0.0628595
-0.008299891,-0.158172715,0.055138384
 0.03271783,-0.16581789,0.03082548
-0.01397745,-0.15713063,0.01114629
 0.000132179,-0.201891556,0.070393667
-0.10138596,-0.19252527,0.05259481
-0.0008175619,-0.1530332298,0.0510610271
